Rank,D_Score,E_Score,Penalty,Score,year,Name,nation,Round_AAfinal,Round_TeamFinal,Round_TeamQual,Round_final,Round_qual
5.0,4.8,8.5,0.0,13.3,2022,241,4,True,False,False,False,False
1.0,4.0,8.766,0.0,12.766,2022,241,4,False,False,False,True,False
4.0,4.0,8.8,0.1,12.7,2022,241,4,False,False,False,False,True
0.0,4.2,8.1,0.3,12.0,2023,399,10,False,False,True,False,False
60.0,3.2,7.85,0.0,11.05,2022,183,30,False,False,False,False,True
32.0,3.2,8.75,0.0,11.95,2023,183,30,False,False,False,False,True
9.0,4.2,8.5,0.0,12.7,2023,22,26,True,False,False,False,False
7.0,4.2,8.7,0.0,12.9,2023,22,26,False,False,False,True,False
12.0,4.2,8.6,0.0,12.8,2023,22,26,False,False,False,False,True
8.0,4.2,8.6,0.0,12.8,2023,22,26,False,False,False,False,True
7.0,3.4,8.65,0.0,12.05,2023,22,26,False,False,False,True,False
8.0,3.4,8.6,0.0,12.0,2023,22,26,False,False,False,False,True
21.0,4.2,8.333,0.0,12.533,2023,22,26,True,False,False,False,False
9.0,4.2,8.333,0.0,12.533,2023,22,26,False,False,False,False,True
9.0,3.4,8.233,0.0,11.633,2023,22,26,False,False,False,False,True
0.0,3.2,8.333,0.0,11.533,2023,21,26,False,False,True,False,False
40.0,3.6,8.95,0.3,12.25,2022,572,30,False,False,False,False,True
23.0,3.6,9.15,0.0,12.75,2023,572,30,False,False,False,False,True
134.0,3.6,8.7,0.0,12.3,2023,186,82,False,False,False,False,True
80.0,3.6,8.7,0.0,12.3,2023,409,66,False,False,False,False,True
46.0,4.2,8.8,0.0,13.0,2023,258,43,False,False,False,False,True
124.0,3.6,8.466,0.0,12.066,2022,259,43,False,False,False,False,True
94.0,3.2,8.566,0.0,11.766,2022,259,43,False,False,False,False,True
17.0,4.2,8.8,0.0,13.0,2022,380,80,False,False,False,False,True
17.0,4.0,8.566,0.0,12.566,2022,380,80,False,False,False,False,True
31.0,4.2,8.8,0.0,13.0,2022,381,80,False,False,False,False,True
141.0,4.2,7.666,0.3,11.566,2022,567,61,False,False,False,False,True
29.0,4.2,7.666,0.3,11.566,2022,567,61,False,False,False,False,True
29.0,3.4,8.233,0.0,11.633,2022,567,61,False,False,False,False,True
6.0,4.2,8.5,0.0,12.7,2022,567,61,False,False,False,True,False
6.0,4.2,8.5,0.0,12.7,2022,567,61,False,False,False,True,False
6.0,4.2,8.466,0.0,12.666,2022,567,61,False,False,False,False,True
6.0,4.2,8.466,0.0,12.666,2022,567,61,False,False,False,False,True
6.0,3.4,8.7,0.0,12.1,2022,567,61,False,False,False,True,False
6.0,3.4,8.7,0.0,12.1,2022,567,61,False,False,False,True,False
6.0,3.4,8.7,0.0,12.1,2022,567,61,False,False,False,False,True
6.0,3.4,8.7,0.0,12.1,2022,567,61,False,False,False,False,True
12.0,4.2,8.433,0.0,12.633,2023,567,61,False,False,False,False,True
12.0,4.2,8.433,0.0,12.633,2023,567,61,False,False,False,False,True
12.0,3.4,8.6,0.0,12.0,2023,567,61,False,False,False,False,True
12.0,3.4,8.6,0.0,12.0,2023,567,61,False,False,False,False,True
7.0,3.6,8.5,0.0,12.1,2022,579,0,False,False,False,True,False
7.0,3.6,8.533,0.0,12.133,2022,579,0,False,False,False,False,True
7.0,3.4,8.6,0.0,12.0,2022,579,0,False,False,False,True,False
7.0,3.4,7.666,0.0,11.066,2022,579,0,False,False,False,False,True
17.0,3.8,8.533,0.0,12.333,2023,579,0,False,False,False,False,True
17.0,3.4,8.466,0.0,11.866,2023,579,0,False,False,False,False,True
20.0,3.6,7.866,0.3,11.166,2023,38,39,False,False,False,False,True
20.0,3.2,8.566,0.0,11.766,2023,38,39,False,False,False,False,True
15.0,4.2,8.7,0.0,12.9,2023,38,39,False,False,False,False,True
15.0,3.2,8.466,0.0,11.666,2023,38,39,False,False,False,False,True
8.0,3.6,8.8,0.0,12.4,2023,166,80,False,False,False,False,True
8.0,3.4,8.766,0.0,12.166,2023,166,80,False,False,False,False,True
39.0,3.2,8.4,0.1,11.5,2023,146,30,False,False,False,False,True
8.0,3.6,8.266,0.0,11.866,2022,492,54,False,False,False,True,False
8.0,3.6,8.0,0.0,11.6,2022,492,54,False,False,False,False,True
8.0,3.2,7.5,0.1,10.6,2022,492,54,False,False,False,True,False
8.0,3.2,8.2,0.0,11.4,2022,492,54,False,False,False,False,True
20.0,4.6,8.666,0.3,12.966,2023,149,48,True,False,False,False,False
0.0,4.6,7.5,0.3,11.8,2023,149,48,False,True,False,False,False
31.0,4.6,8.9,0.0,13.5,2023,149,48,False,False,False,False,True
4.0,4.6,8.966,0.0,13.566,2023,149,48,False,False,False,False,True
83.0,4.2,8.533,0.0,12.733,2022,4,28,False,False,False,False,True
52.0,4.2,8.533,0.0,12.733,2022,4,28,False,False,False,False,True
85.0,4.2,8.8,0.0,13.0,2023,4,28,False,False,False,False,True
58.0,4.2,8.633,0.0,12.833,2023,4,28,False,False,False,False,True
13.0,5.0,8.533,0.1,13.433,2022,128,29,True,False,False,False,False
0.0,5.0,9.0,0.0,14.0,2022,128,29,False,True,False,False,False
13.0,5.0,9.033,0.0,14.033,2022,128,29,False,False,False,False,True
6.0,5.0,8.8,0.0,13.8,2022,128,29,False,False,False,False,True
10.0,5.0,8.8,0.0,13.8,2022,128,29,False,True,False,False,False
113.0,3.4,8.333,0.1,11.633,2023,281,42,False,False,False,False,True
23.0,4.2,8.6,0.0,12.8,2022,620,30,False,False,False,False,True
21.0,4.2,8.75,0.0,12.95,2023,620,30,False,False,False,False,True
13.0,5.4,8.7,0.0,14.1,2023,261,63,False,False,False,False,True
20.0,5.4,8.7,0.0,14.1,2023,261,63,False,False,False,False,True
20.0,4.6,7.433,0.3,11.733,2023,261,63,False,False,False,False,True
3.0,5.4,8.366,0.0,13.766,2023,261,63,False,False,False,True,False
4.0,5.4,8.233,0.3,13.333,2023,261,63,False,False,False,False,True
3.0,5.0,8.433,0.0,13.433,2023,261,63,False,False,False,True,False
4.0,4.2,8.733,0.0,12.933,2023,261,63,False,False,False,False,True
11.0,4.6,8.466,0.0,13.066,2023,261,63,True,False,False,False,False
13.0,4.2,7.2,0.3,11.1,2023,261,63,False,False,False,False,True
13.0,3.0,8.0,0.0,11.0,2023,261,63,False,False,False,False,True
1.0,5.0,8.45,0.0,13.45,2023,262,63,True,False,False,False,False
2.0,5.0,8.95,0.0,13.95,2023,262,63,False,False,False,False,True
0.0,5.4,7.167,0.3,12.267,2023,260,63,False,True,False,False,False
0.0,3.6,7.167,0.1,10.667,2023,260,63,False,False,True,False,False
5.0,5.0,8.6,0.1,13.5,2023,260,63,False,False,False,True,False
5.0,5.0,8.95,0.0,13.95,2023,260,63,False,False,False,False,True
5.0,4.6,7.45,0.3,11.75,2023,260,63,False,False,False,True,False
5.0,4.2,8.55,0.1,12.65,2023,260,63,False,False,False,False,True
110.0,4.6,8.533,0.3,12.833,2023,354,63,False,False,False,False,True
12.0,4.2,8.633,0.0,12.833,2023,354,63,False,False,False,False,True
12.0,3.8,8.466,0.0,12.266,2023,354,63,False,False,False,False,True
0.0,4.2,8.4,0.0,12.6,2023,356,63,False,False,True,False,False
8.0,4.2,8.65,0.0,12.85,2023,355,63,False,False,False,False,True
77.0,4.2,8.2,0.1,12.3,2022,108,42,False,False,False,False,True
49.0,4.2,8.9,0.0,13.1,2022,252,42,False,False,False,False,True
20.0,4.2,8.65,0.0,12.85,2022,252,30,False,False,False,False,True
49.0,4.2,8.566,0.0,12.766,2022,252,42,False,False,False,False,True
105.0,5.0,8.2,0.3,12.9,2023,252,42,False,False,False,False,True
60.0,4.2,8.6,0.0,12.8,2023,252,42,False,False,False,False,True
69.0,4.6,8.3,0.0,12.9,2022,56,20,False,False,False,False,True
46.0,4.2,8.6,0.0,12.8,2022,56,20,False,False,False,False,True
6.0,4.2,8.766,0.0,12.966,2022,56,20,False,False,False,False,True
7.0,4.2,8.733,0.0,12.933,2022,56,20,False,False,False,True,False
6.0,3.8,8.766,0.0,12.566,2022,56,20,False,False,False,False,True
7.0,3.8,8.6,0.0,12.4,2022,56,20,False,False,False,True,False
57.0,4.2,8.8,0.0,13.0,2022,395,77,False,False,False,False,True
39.0,4.2,8.7,0.0,12.9,2022,395,77,False,False,False,False,True
51.0,4.2,9.033,0.0,13.233,2023,395,77,False,False,False,False,True
27.0,4.2,8.966,0.0,13.166,2023,395,77,False,False,False,False,True
62.0,4.2,8.366,0.0,12.566,2022,647,87,False,False,False,False,True
65.0,4.2,8.533,0.0,12.733,2023,647,87,False,False,False,False,True
51.0,4.2,9.033,0.0,13.233,2023,187,45,False,False,False,False,True
52.0,4.2,8.866,0.0,13.066,2022,535,39,False,False,False,False,True
58.0,4.2,8.966,0.0,13.166,2023,535,39,False,False,False,False,True
5.0,4.2,8.833,0.0,13.033,2023,535,39,False,False,False,True,False
3.0,4.2,8.866,0.0,13.066,2023,535,39,False,False,False,False,True
5.0,3.8,8.766,0.0,12.566,2023,535,39,False,False,False,True,False
3.0,3.8,8.866,0.0,12.666,2023,535,39,False,False,False,False,True
4.0,4.2,8.866,0.0,13.066,2023,535,39,False,False,False,True,False
6.0,4.2,8.8,0.0,13.0,2023,535,39,False,False,False,False,True
4.0,4.0,8.9,0.0,12.9,2023,535,39,False,False,False,True,False
6.0,4.0,8.633,0.0,12.633,2023,535,39,False,False,False,False,True
104.0,4.4,8.5,0.0,12.9,2023,486,1,False,False,False,False,True
16.0,4.4,8.266,0.0,12.666,2023,486,1,True,False,False,False,False
0.0,4.4,8.5,0.0,12.9,2023,487,1,False,True,False,False,False
0.0,4.4,8.367,0.0,12.767,2023,487,1,False,False,True,False,False
16.0,3.8,8.7,0.1,12.4,2023,57,49,False,False,False,False,True
16.0,3.4,8.733,0.0,12.133,2023,57,49,False,False,False,False,True
72.0,4.2,8.466,0.0,12.666,2023,557,21,False,False,False,False,True
17.0,4.2,8.466,0.0,12.666,2023,557,21,False,False,False,False,True
78.0,4.2,8.866,0.0,13.066,2023,450,34,False,False,False,False,True
65.0,4.2,8.533,0.0,12.733,2023,480,21,False,False,False,False,True
11.0,4.2,8.533,0.0,12.733,2023,480,21,False,False,False,False,True
11.0,3.8,8.6,0.0,12.4,2023,480,21,False,False,False,False,True
0.0,5.0,8.7,0.0,13.7,2022,498,29,False,True,False,False,False
27.0,5.0,8.766,0.1,13.666,2022,448,29,False,False,False,False,True
8.0,5.0,9.366,0.0,14.366,2023,448,29,False,False,False,False,True
0.0,4.6,8.15,0.1,12.65,2023,406,88,True,False,False,False,False
0.0,4.6,8.95,0.0,13.55,2023,406,88,False,False,False,False,True
0.0,4.6,8.55,0.1,13.05,2023,406,88,False,False,False,True,False
3.0,5.0,9.333,0.1,14.233,2022,576,88,True,False,False,False,False
0.0,5.0,9.033,0.1,13.933,2022,576,88,False,True,False,False,False
12.0,5.0,9.2,0.0,14.2,2022,576,88,False,False,False,False,True
0.0,5.0,9.55,0.0,14.55,2022,576,88,False,False,False,False,True
0.0,5.0,9.5,0.0,14.5,2022,576,88,False,False,False,True,False
3.0,5.0,9.233,0.0,14.233,2023,576,88,True,False,False,False,False
0.0,5.0,9.1,0.0,14.1,2023,576,88,False,True,False,False,False
10.0,5.0,9.266,0.0,14.266,2023,576,88,False,False,False,False,True
0.0,5.0,9.35,0.0,14.35,2023,576,88,False,False,False,False,True
0.0,5.0,9.4,0.0,14.4,2023,576,88,False,False,False,True,False
0.0,5.0,8.95,0.0,13.95,2022,325,88,False,False,False,False,True
0.0,5.0,8.85,0.0,13.85,2022,325,88,False,False,False,True,False
0.0,5.0,8.8,0.0,13.8,2022,325,88,True,False,False,False,False
0.0,5.0,8.7,0.0,13.7,2023,325,88,True,False,False,False,False
0.0,5.0,8.85,0.0,13.85,2023,325,88,False,False,False,False,True
0.0,5.0,8.8,0.0,13.8,2023,325,88,False,False,False,True,False
0.0,5.0,8.5,0.0,13.5,2023,325,88,True,False,False,False,False
10.0,3.6,7.466,0.0,11.066,2022,251,89,False,False,False,False,True
10.0,3.8,7.233,0.1,10.933,2022,251,89,False,False,False,False,True
14.0,4.2,8.6,0.1,12.7,2022,251,89,False,False,False,False,True
14.0,3.6,8.65,0.0,12.25,2022,251,89,False,False,False,False,True
124.0,4.2,8.5,0.1,12.6,2023,251,89,False,False,False,False,True
27.0,4.2,8.5,0.1,12.6,2023,251,89,False,False,False,False,True
27.0,3.6,8.733,0.0,12.333,2023,251,89,False,False,False,False,True
12.0,4.2,8.5,0.0,12.7,2023,251,89,False,False,False,False,True
12.0,3.6,8.5,0.1,12.0,2023,251,89,False,False,False,False,True
6.0,4.2,8.6,0.0,12.8,2023,251,89,False,False,False,True,False
19.0,4.2,8.6,0.0,12.8,2023,251,89,False,False,False,False,True
10.0,4.2,8.6,0.0,12.8,2023,251,89,False,False,False,False,True
6.0,3.6,8.733,0.0,12.333,2023,251,89,False,False,False,True,False
10.0,3.6,8.666,0.0,12.266,2023,251,89,False,False,False,False,True
6.0,4.2,8.7,0.0,12.9,2023,251,89,False,False,False,True,False
4.0,4.2,8.733,0.0,12.933,2023,251,89,False,False,False,False,True
6.0,3.6,8.733,0.0,12.333,2023,251,89,False,False,False,True,False
4.0,3.6,8.666,0.0,12.266,2023,251,89,False,False,False,False,True
0.0,4.6,8.5,0.0,13.1,2022,374,88,False,False,False,False,True
0.0,4.2,8.95,0.0,13.15,2022,374,88,False,False,False,True,False
0.0,4.6,8.85,0.0,13.45,2022,374,88,True,False,False,False,False
0.0,4.6,8.8,0.0,13.4,2023,374,88,False,False,False,False,True
0.0,4.6,8.7,0.0,13.3,2023,374,88,False,False,False,True,False
0.0,4.6,8.9,0.0,13.5,2023,374,88,True,False,False,False,False
122.0,4.2,8.466,0.0,12.666,2023,327,51,False,False,False,False,True
31.0,4.2,8.466,0.0,12.666,2023,327,51,False,False,False,False,True
31.0,3.6,7.933,0.3,11.233,2023,327,51,False,False,False,False,True
15.0,4.2,8.633,0.1,12.733,2023,327,51,False,False,False,False,True
15.0,3.6,7.433,0.0,11.033,2023,327,51,False,False,False,False,True
10.0,4.2,8.5,0.0,12.7,2023,327,51,False,False,False,False,True
10.0,3.6,8.666,0.0,12.266,2023,327,51,False,False,False,False,True
9.0,4.2,8.4,0.0,12.6,2023,327,51,False,False,False,False,True
9.0,3.6,8.6,0.0,12.2,2023,327,51,False,False,False,False,True
69.0,4.2,8.5,0.0,12.7,2023,327,51,False,False,False,False,True
16.0,4.2,8.5,0.0,12.7,2023,327,51,False,False,False,False,True
16.0,3.6,7.566,0.0,11.166,2023,327,51,False,False,False,False,True
55.0,3.2,8.5,0.0,11.7,2022,302,30,False,False,False,False,True
108.0,3.2,8.333,0.0,11.533,2022,531,81,False,False,False,False,True
43.0,3.4,7.766,0.0,11.166,2023,37,79,False,False,False,False,True
8.0,4.2,9.05,0.0,13.25,2023,71,30,False,False,False,True,False
8.0,4.2,8.95,0.0,13.15,2023,71,30,False,False,False,False,True
8.0,3.4,8.3,0.3,11.4,2023,71,30,False,False,False,True,False
8.0,3.4,8.85,0.0,12.25,2023,71,30,False,False,False,False,True
133.0,3.6,8.733,0.0,12.333,2023,433,61,False,False,False,False,True
85.0,3.6,8.6,0.0,12.2,2023,433,61,False,False,False,False,True
85.0,4.2,8.5,0.0,12.7,2022,657,87,False,False,False,False,True
57.0,4.2,8.5,0.0,12.7,2022,657,87,False,False,False,False,True
131.0,3.2,8.633,0.0,11.833,2022,202,35,False,False,False,False,True
94.0,3.2,8.566,0.0,11.766,2022,202,35,False,False,False,False,True
130.0,3.6,8.266,0.0,11.866,2022,571,86,False,False,False,False,True
85.0,3.6,8.466,0.0,12.066,2022,571,86,False,False,False,False,True
117.0,4.2,8.6,0.1,12.7,2023,571,86,False,False,False,False,True
96.0,3.6,8.433,0.0,12.033,2023,571,86,False,False,False,False,True
52.0,4.2,8.866,0.0,13.066,2022,504,7,False,False,False,False,True
55.0,4.2,9.0,0.0,13.2,2023,504,7,False,False,False,False,True
4.0,4.2,8.65,0.0,12.85,2022,123,30,False,False,False,True,False
8.0,4.2,8.95,0.0,13.15,2022,123,30,False,False,False,False,True
4.0,3.8,8.75,0.0,12.55,2022,123,30,False,False,False,True,False
8.0,3.8,8.85,0.0,12.65,2022,123,30,False,False,False,False,True
14.0,4.6,7.6,0.0,12.2,2022,123,74,True,False,False,False,False
6.0,3.8,8.6,0.0,12.4,2022,123,74,False,False,False,True,False
8.0,3.8,8.6,0.3,12.1,2022,123,74,False,False,False,False,True
140.0,3.4,8.2,0.0,11.6,2022,507,89,False,False,False,False,True
129.0,3.6,8.8,0.0,12.4,2023,43,49,False,False,False,False,True
30.0,3.6,8.8,0.0,12.4,2023,43,49,False,False,False,False,True
30.0,3.4,8.666,0.0,12.066,2023,43,49,False,False,False,False,True
13.0,3.6,8.6,0.0,12.2,2023,43,49,False,False,False,False,True
13.0,3.4,8.633,0.0,12.033,2023,43,49,False,False,False,False,True
12.0,3.6,8.7,0.0,12.3,2023,43,49,True,False,False,False,False
17.0,3.4,8.733,0.0,12.133,2023,43,49,False,False,False,False,True
17.0,3.6,8.533,0.0,12.133,2023,43,49,False,False,False,False,True
85.0,4.2,8.5,0.0,12.7,2022,566,5,False,False,False,False,True
52.0,4.2,8.533,0.0,12.733,2022,566,5,False,False,False,False,True
58.0,4.2,8.966,0.0,13.166,2023,566,5,False,False,False,False,True
15.0,4.2,8.966,0.0,13.166,2023,566,5,True,False,False,False,False
21.0,4.2,9.1,0.0,13.3,2023,566,5,False,False,False,False,True
5.0,4.2,8.9,0.0,13.1,2023,569,50,False,False,False,True,False
7.0,4.2,8.966,0.0,13.166,2023,569,50,False,False,False,False,True
5.0,4.2,8.966,0.1,13.066,2023,569,50,False,False,False,False,True
5.0,3.8,8.766,0.0,12.566,2023,569,50,False,False,False,True,False
5.0,3.8,8.8,0.1,12.500000000000002,2023,569,50,False,False,False,False,True
2.0,5.0,8.6,0.1,13.5,2023,592,68,False,False,False,True,False
2.0,5.0,8.533,0.1,13.433,2023,592,68,False,False,False,False,True
2.0,5.4,8.3,0.0,13.7,2023,592,68,False,False,False,True,False
2.0,5.4,8.333,0.0,13.733,2023,592,68,False,False,False,False,True
12.0,4.0,8.3,0.0,12.3,2023,598,68,True,False,False,False,False
0.0,4.2,8.45,0.1,12.55,2023,95,88,True,False,False,False,False
31.0,3.4,8.633,0.0,12.033,2023,558,77,False,False,False,False,True
6.0,5.0,9.166,0.0,14.166,2022,28,30,True,False,False,False,False
0.0,5.0,9.133,0.0,14.133,2022,28,30,False,True,False,False,False
9.0,5.0,9.266,0.0,14.266,2022,28,30,False,False,False,False,True
4.0,5.0,8.65,0.3,13.35,2022,28,30,False,False,False,False,True
12.0,5.0,8.6,0.0,13.6,2022,28,30,False,False,False,False,True
13.0,5.0,8.466,0.0,13.466,2022,28,30,False,True,False,False,False
13.0,5.0,8.766,0.0,13.766,2023,28,30,True,False,False,False,False
14.0,5.0,9.0,0.0,14.0,2023,28,30,False,False,False,False,True
17.0,5.0,8.8,0.0,13.8,2023,28,30,False,False,False,False,True
9.0,5.0,8.833,0.0,13.833,2023,28,30,False,False,False,False,True
2.0,5.0,8.85,0.0,13.85,2022,28,25,True,False,False,False,False
74.0,3.8,8.6,0.1,12.3,2022,157,35,False,False,False,False,True
17.0,3.8,7.566,0.3,11.066,2023,157,35,False,False,False,False,True
17.0,3.8,8.633,0.0,12.433,2023,157,35,False,False,False,False,True
73.0,3.8,8.8,0.0,12.6,2023,157,35,False,False,False,False,True
11.0,5.0,8.8,0.0,13.8,2023,536,48,True,False,False,False,False
0.0,5.0,8.9,0.0,13.9,2023,536,48,False,True,False,False,False
14.0,5.0,9.0,0.0,14.0,2023,536,48,False,False,False,False,True
64.0,4.4,8.6,0.0,13.0,2022,67,34,False,False,False,False,True
29.0,4.4,8.766,0.0,13.166,2023,67,34,False,False,False,False,True
0.0,3.4,8.566,0.0,11.966,2023,545,28,False,False,False,False,True
3.0,3.8,8.9,0.0,12.7,2022,615,17,False,False,False,False,True
3.0,3.8,9.0,0.0,12.8,2022,615,17,False,False,False,True,False
3.0,4.2,8.75,0.0,12.95,2022,615,17,False,False,False,True,False
3.0,4.2,8.65,0.0,12.85,2022,615,17,False,False,False,False,True
52.0,4.2,8.533,0.0,12.733,2022,615,17,False,False,False,False,True
16.0,4.2,8.533,0.0,12.733,2022,615,17,False,False,False,False,True
16.0,4.2,8.7,0.0,12.9,2022,615,17,False,False,False,False,True
5.0,3.8,8.766,0.0,12.566,2022,615,17,False,False,False,False,True
4.0,3.8,9.0,0.0,12.8,2022,615,17,False,False,False,True,False
5.0,4.2,8.866,0.0,13.066,2022,615,17,False,False,False,False,True
4.0,4.2,8.833,0.0,13.033,2022,615,17,False,False,False,True,False
5.0,4.2,8.7,0.0,12.9,2022,615,17,False,False,False,False,True
8.0,4.2,8.75,0.1,12.85,2022,615,17,False,False,False,True,False
5.0,4.2,8.9,0.0,13.1,2022,615,17,False,False,False,False,True
8.0,3.0,8.55,0.0,11.55,2022,615,17,False,False,False,True,False
2.0,4.0,8.833,0.0,12.833,2023,615,17,False,False,False,False,True
4.0,4.0,8.866,0.0,12.866,2023,615,17,False,False,False,True,False
4.0,4.2,9.033,0.0,13.233,2023,615,17,False,False,False,True,False
2.0,4.2,8.766,0.0,12.966,2023,615,17,False,False,False,False,True
1.0,4.0,8.9,0.1,12.8,2023,615,17,False,False,False,True,False
1.0,4.0,8.933,0.0,12.933,2023,615,17,False,False,False,False,True
1.0,4.2,9.1,0.0,13.3,2023,615,17,False,False,False,True,False
1.0,4.2,9.066,0.0,13.266000000000002,2023,615,17,False,False,False,False,True
40.0,4.2,9.1,0.0,13.3,2022,666,38,False,False,False,False,True
1.0,5.0,9.2,0.0,14.2,2022,666,38,False,False,False,True,False
3.0,5.0,9.066,0.0,14.066,2022,666,38,False,False,False,False,True
1.0,5.0,9.066,0.0,14.066,2022,666,38,False,False,False,False,True
2.0,5.0,9.266,0.0,14.266,2022,666,38,False,True,False,False,False
1.0,4.6,9.066,0.0,13.666,2022,666,38,False,False,False,True,False
1.0,4.6,8.966,0.0,13.566,2022,666,38,False,False,False,False,True
2.0,5.0,9.1,0.0,14.1,2023,666,38,True,False,False,False,False
3.0,5.0,9.166,0.0,14.166,2023,666,38,False,False,False,False,True
17.0,5.0,9.166,0.0,14.166,2023,666,38,False,False,False,False,True
117.0,3.6,8.6,0.0,12.2,2022,432,87,False,False,False,False,True
114.0,3.2,8.433,0.3,11.333,2022,432,87,False,False,False,False,True
103.0,3.6,8.366,0.1,11.866,2023,430,43,False,False,False,False,True
115.0,3.0,8.333,0.0,11.333,2022,431,43,False,False,False,False,True
139.0,3.6,8.566,0.0,12.166,2023,431,43,False,False,False,False,True
14.0,4.2,8.8,0.0,13.0,2022,636,30,False,False,False,False,True
14.0,3.4,8.4,0.0,11.8,2022,636,30,False,False,False,False,True
5.0,4.2,8.8,0.0,13.0,2023,636,30,False,False,False,True,False
3.0,4.2,9.0,0.0,13.2,2023,636,30,False,False,False,False,True
5.0,3.8,8.899999999999999,0.0,12.7,2023,636,30,False,False,False,True,False
3.0,3.8,8.8,0.0,12.6,2023,636,30,False,False,False,False,True
61.0,3.8,8.766,0.0,12.566,2022,124,5,False,False,False,False,True
113.0,4.2,8.566,0.0,12.766,2023,269,87,False,False,False,False,True
94.0,3.8,8.433,0.1,12.133,2023,269,87,False,False,False,False,True
136.0,3.0,8.666,0.0,11.666,2022,488,17,False,False,False,False,True
98.0,3.2,8.466,0.0,11.666,2022,488,17,False,False,False,False,True
105.0,3.2,8.633,0.0,11.833,2023,488,17,False,False,False,False,True
113.0,3.8,7.566,0.0,11.366,2022,204,66,False,False,False,False,True
16.0,3.8,8.4,0.1,12.1,2023,204,66,False,False,False,False,True
16.0,3.4,8.633,0.1,11.933,2023,204,66,False,False,False,False,True
12.0,3.8,8.5,0.0,12.3,2023,452,77,False,False,False,False,True
12.0,3.8,8.433,0.0,12.233,2023,452,77,False,False,False,False,True
35.0,3.8,8.3,0.1,12.000000000000002,2023,452,77,False,False,False,False,True
13.0,3.8,8.3,0.0,12.1,2023,452,77,False,False,False,False,True
13.0,3.8,8.833,0.0,12.633,2023,452,77,False,False,False,False,True
107.0,3.8,8.133,0.1,11.833,2023,452,77,False,False,False,False,True
17.0,3.8,8.133,0.1,11.833,2023,452,77,False,False,False,False,True
18.0,5.0,8.3,0.3,13.0,2023,263,48,False,False,False,False,True
12.0,4.6,9.0,0.1,13.5,2022,413,28,True,False,False,False,False
44.0,4.6,8.733,0.1,13.233,2022,413,28,False,False,False,False,True
23.0,4.6,8.733,0.1,13.233,2022,413,28,False,False,False,False,True
23.0,4.0,8.5,0.0,12.5,2022,413,28,False,False,False,False,True
6.0,4.6,8.8,0.0,13.4,2022,413,28,False,False,False,False,True
5.0,4.6,8.466,0.0,13.066,2022,413,28,False,False,False,True,False
5.0,4.2,8.566,0.3,12.466,2022,413,28,False,False,False,True,False
6.0,4.2,8.666,0.0,12.866,2022,413,28,False,False,False,False,True
17.0,4.6,8.733,0.0,13.333,2022,413,28,False,False,False,False,True
26.0,4.6,8.733,0.0,13.333,2022,413,28,False,False,False,False,True
6.0,4.2,8.866,0.0,13.066,2022,413,28,False,False,False,True,False
7.0,4.2,8.9,0.0,13.1,2022,413,28,False,False,False,False,True
6.0,4.2,8.533,0.1,12.633,2022,413,28,False,False,False,True,False
7.0,4.0,8.333,0.3,12.033,2022,413,28,False,False,False,False,True
3.0,4.6,8.85,0.0,13.45,2022,413,28,False,False,False,False,True
3.0,4.6,8.8,0.0,13.4,2022,413,28,False,False,False,True,False
3.0,4.2,8.55,0.1,12.65,2022,413,28,False,False,False,False,True
3.0,4.2,8.75,0.0,12.95,2022,413,28,False,False,False,True,False
17.0,4.2,8.9,0.0,13.1,2023,413,28,True,False,False,False,False
34.0,4.2,8.9,0.0,13.1,2023,413,28,False,False,False,False,True
40.0,4.6,8.8,0.0,13.4,2023,350,65,False,False,False,False,True
8.0,4.6,8.8,0.0,13.4,2022,619,77,False,False,False,True,False
5.0,4.6,8.8,0.0,13.4,2022,619,77,False,False,False,False,True
8.0,4.2,7.533,0.0,11.733,2022,619,77,False,False,False,True,False
5.0,4.2,8.833,0.0,13.033,2022,619,77,False,False,False,False,True
4.0,4.2,8.533,0.1,12.633,2022,619,77,False,False,False,False,True
1.0,4.6,8.7,0.0,13.3,2022,619,77,False,False,False,True,False
4.0,4.2,8.666,0.0,12.866,2022,619,77,False,False,False,False,True
1.0,4.2,8.866,0.0,13.066,2022,619,77,False,False,False,True,False
1.0,4.6,8.833,0.0,13.433,2022,619,77,False,False,False,True,False
1.0,4.6,8.4,0.0,13.0,2022,619,77,False,False,False,False,True
1.0,4.2,8.833,0.0,13.033,2022,619,77,False,False,False,False,True
1.0,4.2,8.733,0.0,12.933,2022,619,77,False,False,False,True,False
4.0,4.6,8.7,0.0,13.3,2022,619,77,False,False,False,True,False
4.0,4.2,8.4,0.0,12.6,2022,619,77,False,False,False,False,True
4.0,4.2,8.566,0.0,12.766,2022,619,77,False,False,False,True,False
4.0,4.2,8.733,0.0,12.933,2022,619,77,False,False,False,False,True
26.0,4.6,8.533,0.0,13.133,2022,619,77,False,False,False,False,True
14.0,4.6,8.533,0.0,13.133,2022,619,77,False,False,False,False,True
14.0,4.2,8.4,0.0,12.6,2022,619,77,False,False,False,False,True
12.0,4.4,8.75,0.0,13.15,2023,69,31,False,False,False,False,True
14.0,4.2,8.566,0.0,12.766,2023,520,84,True,False,False,False,False
7.0,4.2,8.8,0.0,13.0,2023,520,84,False,False,False,True,False
17.0,4.2,8.766,0.0,12.966,2023,520,84,False,False,False,False,True
9.0,4.2,8.766,0.0,12.966,2023,520,84,False,False,False,False,True
