Name,Country,Date,Gender,Competition,Round,Location,Apparatus,Rank,D_Score,E_Score,Penalty,Score,Total_Score
Shilese JONES,USA,2023-10-08,w,2023 52nd FIG Artistic Gymnastics World Championships,final,"Antwerp, Belgium",UB,3.0,6.3,8.466,0.0,14.766,14.765999999999998
Shilese JONES,USA,2023-10-08,w,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",UB,2.0,6.4,8.433,0.0,14.833,14.833
Shilese JONES,USA,2023-10-08,w,2023 52nd FIG Artistic Gymnastics World Championships,TeamFinal,"Antwerp, Belgium",UB,0.0,6.3,8.333,0.0,14.633,14.633
Shilese JONES,USA,2023-10-08,w,2023 52nd FIG Artistic Gymnastics World Championships,AAfinal,"Antwerp, Belgium",VT,3.0,5.0,9.233,0.0,14.233,14.233
Shilese JONES,USA,2023-10-08,w,2023 52nd FIG Artistic Gymnastics World Championships,TeamFinal,"Antwerp, Belgium",VT,0.0,5.0,9.1,0.0,14.1,14.1
Shilese JONES,USA,2023-10-08,w,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",VT1,10.0,5.0,9.266,0.0,14.266,14.266
Shilese JONES,USA,2023-08-27,w,2023 U.S. Championships,qual,"San Jose, CA",BB,0.0,5.8,7.65,0.0,13.45,13.45
Shilese JONES,USA,2023-08-27,w,2023 U.S. Championships,final,"San Jose, CA",BB,0.0,6.0,8.3,0.0,14.3,14.3
Shilese JONES,USA,2023-08-27,w,2023 U.S. Championships,qual,"San Jose, CA",FX,0.0,5.9,8.25,0.1,14.05,14.05
Shilese JONES,USA,2023-08-27,w,2023 U.S. Championships,final,"San Jose, CA",FX,0.0,5.9,8.2,0.0,14.1,14.1
Shilese JONES,USA,2023-08-27,w,2023 U.S. Championships,qual,"San Jose, CA",UB,0.0,6.3,8.6,0.0,14.9,14.899999999999999
Shilese JONES,USA,2023-08-27,w,2023 U.S. Championships,final,"San Jose, CA",UB,0.0,6.3,8.7,0.0,15.0,15.0
Shilese JONES,USA,2023-08-27,w,2023 U.S. Championships,qual,"San Jose, CA",VT,0.0,5.0,9.35,0.0,14.35,14.35
Shilese JONES,USA,2023-08-27,w,2023 U.S. Championships,final,"San Jose, CA",VT,0.0,5.0,9.4,0.0,14.4,14.4
Katelyn JONG,USA,2022-10-02,w,2022 Szombathely World Challenge Cup,qual,"Szombathely, Hungary",FX,2.0,5.6,7.866,0.0,13.466,13.466
Katelyn JONG,USA,2022-10-02,w,2022 Szombathely World Challenge Cup,final,"Szombathely, Hungary",FX,1.0,5.6,7.9,0.0,13.5,13.5
Katelyn JONG,USA,2022-10-02,w,2022 Szombathely World Challenge Cup,qual,"Szombathely, Hungary",UB,2.0,5.8,7.566,0.0,13.366,13.366
Katelyn JONG,USA,2022-10-02,w,2022 Szombathely World Challenge Cup,final,"Szombathely, Hungary",UB,5.0,5.7,7.433,0.0,13.133,13.133
Katelyn JONG,USA,2022-08-20,w,2022 U.S. Championships,qual,"Tampa, FL",BB,0.0,5.5,7.7,0.0,13.2,13.2
Katelyn JONG,USA,2022-08-20,w,2022 U.S. Championships,final,"Tampa, FL",BB,0.0,5.5,7.85,0.0,13.35,13.35
Katelyn JONG,USA,2022-08-20,w,2022 U.S. Championships,qual,"Tampa, FL",FX,0.0,5.6,7.5,0.0,13.1,13.1
Katelyn JONG,USA,2022-08-20,w,2022 U.S. Championships,final,"Tampa, FL",FX,0.0,5.6,7.4,0.0,13.0,13.0
Katelyn JONG,USA,2022-08-20,w,2022 U.S. Championships,qual,"Tampa, FL",UB,0.0,5.8,6.4,0.0,12.2,12.2
Katelyn JONG,USA,2022-08-20,w,2022 U.S. Championships,final,"Tampa, FL",UB,0.0,5.7,7.0,0.0,12.7,12.7
Katelyn JONG,USA,2022-08-20,w,2022 U.S. Championships,qual,"Tampa, FL",VT,0.0,5.0,8.95,0.0,13.95,13.95
Katelyn JONG,USA,2022-08-20,w,2022 U.S. Championships,final,"Tampa, FL",VT,0.0,5.0,8.85,0.0,13.85,13.85
Katelyn JONG,USA,2022-02-27,w,2022 Winter Cup,AAfinal,"Frisco, Texas",BB,7.0,5.2,7.85,0.0,13.05,13.05
Katelyn JONG,USA,2022-02-27,w,2022 Winter Cup,AAfinal,"Frisco, Texas",FX,5.0,5.5,7.55,0.0,13.05,13.05
Katelyn JONG,USA,2022-02-27,w,2022 Winter Cup,AAfinal,"Frisco, Texas",UB,14.0,5.4,7.35,0.0,12.75,12.75
Katelyn JONG,USA,2022-02-27,w,2022 Winter Cup,AAfinal,"Frisco, Texas",VT,0.0,5.0,8.8,0.0,13.8,13.8
Katelyn JONG,USA,2023-08-06,w,2023 Core Hydration Classic,AAfinal,"Hoffman Estates, Illinois",BB,10.0,5.6,7.35,0.0,12.95,12.95
Katelyn JONG,USA,2023-08-06,w,2023 Core Hydration Classic,AAfinal,"Hoffman Estates, Illinois",FX,8.0,5.5,7.55,0.0,13.05,13.05
Katelyn JONG,USA,2023-08-06,w,2023 Core Hydration Classic,AAfinal,"Hoffman Estates, Illinois",UB,6.0,5.9,7.85,0.0,13.75,13.75
Katelyn JONG,USA,2023-08-06,w,2023 Core Hydration Classic,AAfinal,"Hoffman Estates, Illinois",VT,0.0,5.0,8.7,0.0,13.7,13.7
Katelyn JONG,USA,2023-08-27,w,2023 U.S. Championships,qual,"San Jose, CA",BB,0.0,5.5,6.35,0.0,11.85,11.85
Katelyn JONG,USA,2023-08-27,w,2023 U.S. Championships,final,"San Jose, CA",BB,0.0,5.6,6.85,0.0,12.45,12.45
Katelyn JONG,USA,2023-08-27,w,2023 U.S. Championships,qual,"San Jose, CA",FX,0.0,5.6,7.55,0.0,13.15,13.149999999999999
Katelyn JONG,USA,2023-08-27,w,2023 U.S. Championships,final,"San Jose, CA",FX,0.0,5.6,7.9,0.0,13.5,13.5
Katelyn JONG,USA,2023-08-27,w,2023 U.S. Championships,qual,"San Jose, CA",UB,0.0,6.0,8.05,0.0,14.05,14.05
Katelyn JONG,USA,2023-08-27,w,2023 U.S. Championships,final,"San Jose, CA",UB,0.0,5.9,7.6,0.0,13.5,13.5
Katelyn JONG,USA,2023-08-27,w,2023 U.S. Championships,qual,"San Jose, CA",VT,0.0,5.0,8.85,0.0,13.85,13.85
Katelyn JONG,USA,2023-08-27,w,2023 U.S. Championships,final,"San Jose, CA",VT,0.0,5.0,8.8,0.0,13.8,13.8
Katelyn JONG,USA,2023-02-26,w,2023 Winter Cup,AAfinal,"Louisville, Kentucky",BB,26.0,5.4,5.1,0.0,10.5,10.5
Katelyn JONG,USA,2023-02-26,w,2023 Winter Cup,AAfinal,"Louisville, Kentucky",FX,11.0,5.6,7.1,0.0,12.7,12.7
Katelyn JONG,USA,2023-02-26,w,2023 Winter Cup,AAfinal,"Louisville, Kentucky",UB,17.0,5.6,6.6,0.0,12.2,12.2
Katelyn JONG,USA,2023-02-26,w,2023 Winter Cup,AAfinal,"Louisville, Kentucky",VT,0.0,5.0,8.5,0.0,13.5,13.5
Katelyn JONG,USA,2023-10-25,w,SANTIAGO 2023 XIX Pan American Games,qual,"Santiago, Chile",UB,6.0,5.9,7.733,0.0,13.633,13.633
Gulnaz JUMABEKOVA,UZB,,w,2022 9th Senior Artistic Gymnastics Asian Championships,qual,"Doha, Qatar",BB,26.0,4.6,6.5,0.0,11.1,11.1
Gulnaz JUMABEKOVA,UZB,,w,2022 9th Senior Artistic Gymnastics Asian Championships,qual,"Doha, Qatar",FX,31.0,4.3,6.367,0.0,10.667,10.667
Gulnaz JUMABEKOVA,UZB,,w,2022 9th Senior Artistic Gymnastics Asian Championships,qual,"Doha, Qatar",UB,25.0,3.4,7.0,0.0,10.4,10.4
Gulnaz JUMABEKOVA,UZB,,w,2022 9th Senior Artistic Gymnastics Asian Championships,qual,"Doha, Qatar",VT1,11.0,4.2,7.4,0.1,11.5,11.500000000000002
Gulnaz JUMABEKOVA,UZB,,w,2022 9th Senior Artistic Gymnastics Asian Championships,qual,"Doha, Qatar",VT2,11.0,3.6,8.467,0.0,12.067,12.067
Gulnaz JUMABEKOVA,UZB,2022-03-05,w,2022 Doha World Cup,qual,"Doha, Qatar",BB,14.0,4.5,5.366,0.1,9.766,9.766
Gulnaz JUMABEKOVA,UZB,2022-03-05,w,2022 Doha World Cup,qual,"Doha, Qatar",FX,11.0,4.5,6.5,0.0,11.0,11.0
Gulnaz JUMABEKOVA,UZB,2022-03-05,w,2022 Doha World Cup,qual,"Doha, Qatar",VT1,10.0,3.6,7.466,0.0,11.066,11.066
Gulnaz JUMABEKOVA,UZB,2022-03-05,w,2022 Doha World Cup,qual,"Doha, Qatar",VT2,10.0,3.8,7.233,0.1,10.933,10.933
Gulnaz JUMABEKOVA,UZB,2022-03-29,w,2022 Varna World Challenge Cup,qual,"Varna, Bulgaria",BB,30.0,4.6,4.9,0.0,9.5,9.5
Gulnaz JUMABEKOVA,UZB,2022-03-29,w,2022 Varna World Challenge Cup,qual,"Varna, Bulgaria",FX,21.0,4.6,6.95,0.0,11.55,11.55
Gulnaz JUMABEKOVA,UZB,2022-03-29,w,2022 Varna World Challenge Cup,qual,"Varna, Bulgaria",VT1,14.0,4.2,8.6,0.1,12.7,12.700000000000001
Gulnaz JUMABEKOVA,UZB,2022-03-29,w,2022 Varna World Challenge Cup,qual,"Varna, Bulgaria",VT2,14.0,3.6,8.65,0.0,12.25,12.25
Gulnaz JUMABEKOVA,UZB,,w,2023 10th Senior Artistic Gymnastics Asian Championships,qual,Singapore,BB,36.0,4.6,6.2,0.0,10.8,10.8
Gulnaz JUMABEKOVA,UZB,,w,2023 10th Senior Artistic Gymnastics Asian Championships,qual,Singapore,FX,0.0,4.8,7.133,0.0,11.933,11.933
Gulnaz JUMABEKOVA,UZB,,w,2023 10th Senior Artistic Gymnastics Asian Championships,qual,Singapore,UB,34.0,3.3,6.733,0.0,10.033,10.033
Gulnaz JUMABEKOVA,UZB,,w,2023 10th Senior Artistic Gymnastics Asian Championships,qual,Singapore,VT1,10.0,4.2,8.6,0.0,12.8,12.8
Gulnaz JUMABEKOVA,UZB,,w,2023 10th Senior Artistic Gymnastics Asian Championships,qual,Singapore,VT2,10.0,3.6,8.5,0.1,12.0,12.0
Gulnaz JUMABEKOVA,UZB,2023-10-08,w,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",VT1,124.0,4.2,8.5,0.1,12.6,12.6
Gulnaz JUMABEKOVA,UZB,2023-10-08,w,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",VT1,27.0,4.2,8.5,0.1,12.6,12.6
Gulnaz JUMABEKOVA,UZB,2023-10-08,w,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",VT2,27.0,3.6,8.733,0.0,12.333,12.333
Gulnaz JUMABEKOVA,UZB,2023-03-12,w,2023 Baku World Cup,qual,"Baku, Azerbaijan",FX,25.0,4.6,6.966,0.0,11.566,11.565999999999999
Gulnaz JUMABEKOVA,UZB,2023-03-12,w,2023 Baku World Cup,qual,"Baku, Azerbaijan",VT1,12.0,4.2,8.5,0.0,12.7,12.7
Gulnaz JUMABEKOVA,UZB,2023-03-12,w,2023 Baku World Cup,qual,"Baku, Azerbaijan",VT2,12.0,3.6,8.5,0.1,12.0,12.0
Gulnaz JUMABEKOVA,UZB,2023-08-05,w,2023 FISU World University Games,qual,"Chengdu, China",BB,37.0,4.9,5.2,0.0,10.1,10.100000000000001
Gulnaz JUMABEKOVA,UZB,2023-08-05,w,2023 FISU World University Games,qual,"Chengdu, China",FX,29.0,4.4,6.966,0.0,11.366,11.366
Gulnaz JUMABEKOVA,UZB,2023-08-05,w,2023 FISU World University Games,qual,"Chengdu, China",UB,38.0,3.4,6.633,0.0,10.033,10.033
Gulnaz JUMABEKOVA,UZB,2023-08-05,w,2023 FISU World University Games,final,"Chengdu, China",VT1,6.0,4.2,8.6,0.0,12.8,12.8
Gulnaz JUMABEKOVA,UZB,2023-08-05,w,2023 FISU World University Games,qual,"Chengdu, China",VT1,19.0,4.2,8.6,0.0,12.8,12.8
Gulnaz JUMABEKOVA,UZB,2023-08-05,w,2023 FISU World University Games,qual,"Chengdu, China",VT1,10.0,4.2,8.6,0.0,12.8,12.8
Gulnaz JUMABEKOVA,UZB,2023-08-05,w,2023 FISU World University Games,final,"Chengdu, China",VT2,6.0,3.6,8.733,0.0,12.333,12.333
Gulnaz JUMABEKOVA,UZB,2023-08-05,w,2023 FISU World University Games,qual,"Chengdu, China",VT2,10.0,3.6,8.666,0.0,12.266,12.266
Gulnaz JUMABEKOVA,UZB,2023-05-28,w,2023 Varna World Challenge Cup,qual,"Varna, Bulgaria",BB,28.0,4.8,4.366,0.0,9.166,9.166
Gulnaz JUMABEKOVA,UZB,2023-05-28,w,2023 Varna World Challenge Cup,qual,"Varna, Bulgaria",FX,12.0,4.8,6.8,0.0,11.6,11.6
Gulnaz JUMABEKOVA,UZB,2023-05-28,w,2023 Varna World Challenge Cup,qual,"Varna, Bulgaria",UB,24.0,4.1,3.833,0.0,7.933,7.933
Gulnaz JUMABEKOVA,UZB,2023-05-28,w,2023 Varna World Challenge Cup,final,"Varna, Bulgaria",VT1,6.0,4.2,8.7,0.0,12.9,12.899999999999999
Gulnaz JUMABEKOVA,UZB,2023-05-28,w,2023 Varna World Challenge Cup,qual,"Varna, Bulgaria",VT1,4.0,4.2,8.733,0.0,12.933,12.933
Gulnaz JUMABEKOVA,UZB,2023-05-28,w,2023 Varna World Challenge Cup,final,"Varna, Bulgaria",VT2,6.0,3.6,8.733,0.0,12.333,12.333
Gulnaz JUMABEKOVA,UZB,2023-05-28,w,2023 Varna World Challenge Cup,qual,"Varna, Bulgaria",VT2,4.0,3.6,8.666,0.0,12.266,12.266
Levi JUNG-RUIVIVAR,USA,2022-10-02,w,2022 Szombathely World Challenge Cup,qual,"Szombathely, Hungary",BB,10.0,4.8,7.066,0.0,11.866,11.866
Levi JUNG-RUIVIVAR,USA,2022-10-02,w,2022 Szombathely World Challenge Cup,final,"Szombathely, Hungary",FX,6.0,4.9,8.066,0.3,12.666,12.666
Levi JUNG-RUIVIVAR,USA,2022-10-02,w,2022 Szombathely World Challenge Cup,qual,"Szombathely, Hungary",FX,3.0,4.9,8.3,0.0,13.2,13.200000000000001
Levi JUNG-RUIVIVAR,USA,2022-08-20,w,2022 U.S. Championships,qual,"Tampa, FL",BB,0.0,5.1,8.05,0.0,13.15,13.15
Levi JUNG-RUIVIVAR,USA,2022-08-20,w,2022 U.S. Championships,final,"Tampa, FL",BB,0.0,5.1,8.0,0.0,13.1,13.1
Levi JUNG-RUIVIVAR,USA,2022-08-20,w,2022 U.S. Championships,qual,"Tampa, FL",FX,0.0,4.8,7.95,0.0,12.75,12.75
Levi JUNG-RUIVIVAR,USA,2022-08-20,w,2022 U.S. Championships,final,"Tampa, FL",FX,0.0,4.9,7.4,0.1,12.2,12.200000000000001
Levi JUNG-RUIVIVAR,USA,2022-08-20,w,2022 U.S. Championships,qual,"Tampa, FL",UB,0.0,5.1,6.95,0.0,12.05,12.05
Levi JUNG-RUIVIVAR,USA,2022-08-20,w,2022 U.S. Championships,final,"Tampa, FL",UB,0.0,5.4,7.75,0.0,13.15,13.15
Levi JUNG-RUIVIVAR,USA,2022-08-20,w,2022 U.S. Championships,qual,"Tampa, FL",VT,0.0,4.6,8.5,0.0,13.1,13.1
Levi JUNG-RUIVIVAR,USA,2022-08-20,w,2022 U.S. Championships,final,"Tampa, FL",VT,0.0,4.2,8.95,0.0,13.15,13.149999999999999
Levi JUNG-RUIVIVAR,USA,,w,2022 U.S. Classic,AAfinal,"West Valley City, Utah",BB,10.0,5.0,6.6,0.0,11.6,11.6
Levi JUNG-RUIVIVAR,USA,,w,2022 U.S. Classic,AAfinal,"West Valley City, Utah",UB,7.0,5.5,7.4,0.0,12.9,12.9
Levi JUNG-RUIVIVAR,USA,2022-02-27,w,2022 Winter Cup,AAfinal,"Frisco, Texas",BB,10.0,5.1,7.6,0.0,12.7,12.7
Levi JUNG-RUIVIVAR,USA,2022-02-27,w,2022 Winter Cup,AAfinal,"Frisco, Texas",FX,14.0,4.8,7.9,0.2,12.5,12.5
Levi JUNG-RUIVIVAR,USA,2022-02-27,w,2022 Winter Cup,AAfinal,"Frisco, Texas",UB,5.0,5.5,7.75,0.0,13.25,13.25
Levi JUNG-RUIVIVAR,USA,2022-02-27,w,2022 Winter Cup,AAfinal,"Frisco, Texas",VT,0.0,4.6,8.85,0.0,13.45,13.45
Levi JUNG-RUIVIVAR,USA,2023-08-06,w,2023 Core Hydration Classic,AAfinal,"Hoffman Estates, Illinois",BB,32.0,4.7,5.75,0.1,10.35,10.35
Levi JUNG-RUIVIVAR,USA,2023-08-06,w,2023 Core Hydration Classic,AAfinal,"Hoffman Estates, Illinois",UB,16.0,5.4,7.5,0.0,12.9,12.9
Levi JUNG-RUIVIVAR,USA,2023-08-27,w,2023 U.S. Championships,qual,"San Jose, CA",BB,0.0,4.9,7.4,0.0,12.3,12.3
Levi JUNG-RUIVIVAR,USA,2023-08-27,w,2023 U.S. Championships,final,"San Jose, CA",BB,0.0,4.9,7.55,0.0,12.45,12.45
Levi JUNG-RUIVIVAR,USA,2023-08-27,w,2023 U.S. Championships,qual,"San Jose, CA",FX,0.0,5.0,6.15,0.6,10.55,10.55
Levi JUNG-RUIVIVAR,USA,2023-08-27,w,2023 U.S. Championships,final,"San Jose, CA",FX,0.0,4.9,6.85,0.5,11.25,11.25
Levi JUNG-RUIVIVAR,USA,2023-08-27,w,2023 U.S. Championships,qual,"San Jose, CA",UB,0.0,5.3,6.7,0.0,12.0,12.0
Levi JUNG-RUIVIVAR,USA,2023-08-27,w,2023 U.S. Championships,final,"San Jose, CA",UB,0.0,5.5,7.85,0.0,13.35,13.35
Levi JUNG-RUIVIVAR,USA,2023-08-27,w,2023 U.S. Championships,qual,"San Jose, CA",VT,0.0,4.6,8.8,0.0,13.4,13.4
Levi JUNG-RUIVIVAR,USA,2023-08-27,w,2023 U.S. Championships,final,"San Jose, CA",VT,0.0,4.6,8.7,0.0,13.3,13.299999999999999
Levi JUNG-RUIVIVAR,USA,2023-02-26,w,2023 Winter Cup,AAfinal,"Louisville, Kentucky",BB,23.0,4.7,6.25,0.1,10.85,10.85
Levi JUNG-RUIVIVAR,USA,2023-02-26,w,2023 Winter Cup,AAfinal,"Louisville, Kentucky",FX,19.0,5.0,7.1,0.1,12.0,12.0
Levi JUNG-RUIVIVAR,USA,2023-02-26,w,2023 Winter Cup,AAfinal,"Louisville, Kentucky",UB,21.0,4.7,6.95,0.0,11.65,11.65
Levi JUNG-RUIVIVAR,USA,2023-02-26,w,2023 Winter Cup,AAfinal,"Louisville, Kentucky",VT,0.0,4.6,8.9,0.0,13.5,13.5
Katrina JUREVICA,LAT,2023-10-08,w,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",VT1,122.0,4.2,8.466,0.0,12.666,12.666
Katrina JUREVICA,LAT,2023-10-08,w,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",VT1,31.0,4.2,8.466,0.0,12.666,12.666
Katrina JUREVICA,LAT,2023-10-08,w,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",VT2,31.0,3.6,7.933,0.3,11.233,11.232999999999999
Katrina JUREVICA,LAT,2023-03-12,w,2023 Baku World Cup,qual,"Baku, Azerbaijan",BB,45.0,4.6,5.233,0.0,9.833,9.832999999999998
Katrina JUREVICA,LAT,2023-03-12,w,2023 Baku World Cup,qual,"Baku, Azerbaijan",FX,29.0,4.3,7.066,0.0,11.366,11.366
Katrina JUREVICA,LAT,2023-03-12,w,2023 Baku World Cup,qual,"Baku, Azerbaijan",VT1,15.0,4.2,8.633,0.1,12.733,12.732999999999999
Katrina JUREVICA,LAT,2023-03-12,w,2023 Baku World Cup,qual,"Baku, Azerbaijan",VT2,15.0,3.6,7.433,0.0,11.033,11.033
Katrina JUREVICA,LAT,2023-02-26,w,2023 Cottbus World Cup,qual,"Cottbus, Germany",BB,31.0,4.6,6.566,0.0,11.166,11.166
Katrina JUREVICA,LAT,2023-02-26,w,2023 Cottbus World Cup,qual,"Cottbus, Germany",FX,24.0,4.5,6.7,0.1,11.1,11.1
Katrina JUREVICA,LAT,2023-02-26,w,2023 Cottbus World Cup,qual,"Cottbus, Germany",VT1,10.0,4.2,8.5,0.0,12.7,12.7
Katrina JUREVICA,LAT,2023-02-26,w,2023 Cottbus World Cup,qual,"Cottbus, Germany",VT2,10.0,3.6,8.666,0.0,12.266,12.266
Katrina JUREVICA,LAT,2023-06-11,w,2023 Osijek World Challenge Cup,qual,"Osijek, Croatia.",VT1,9.0,4.2,8.4,0.0,12.6,12.600000000000001
Katrina JUREVICA,LAT,2023-06-11,w,2023 Osijek World Challenge Cup,qual,"Osijek, Croatia.",VT2,9.0,3.6,8.6,0.0,12.2,12.2
Katrina JUREVICA,LAT,2023-04-16,w,2023 Senior European Championships,qual,"Antalya, Turkey",BB,80.0,4.6,5.666,0.0,10.266,10.266
Katrina JUREVICA,LAT,2023-04-16,w,2023 Senior European Championships,qual,"Antalya, Turkey",FX,102.0,4.2,6.7,0.0,10.9,10.9
Katrina JUREVICA,LAT,2023-04-16,w,2023 Senior European Championships,qual,"Antalya, Turkey",UB,107.0,1.9,7.8,0.0,9.7,9.7
Katrina JUREVICA,LAT,2023-04-16,w,2023 Senior European Championships,qual,"Antalya, Turkey",VT1,69.0,4.2,8.5,0.0,12.7,12.7
Katrina JUREVICA,LAT,2023-04-16,w,2023 Senior European Championships,qual,"Antalya, Turkey",VT1,16.0,4.2,8.5,0.0,12.7,12.7
Katrina JUREVICA,LAT,2023-04-16,w,2023 Senior European Championships,qual,"Antalya, Turkey",VT2,16.0,3.6,7.566,0.0,11.166,11.166
Julia KACZMAREK,GBR,2022-03-27,w,2022 British Gymnastics Championships,qual,"Liverpool, England",BB,54.0,4.3,5.4,0.0,9.7,9.7
Julia KACZMAREK,GBR,2022-03-27,w,2022 British Gymnastics Championships,qual,"Liverpool, England",FX,25.0,4.2,7.55,0.0,11.75,11.75
Julia KACZMAREK,GBR,2022-03-27,w,2022 British Gymnastics Championships,qual,"Liverpool, England",UB,42.0,3.5,6.75,0.0,10.25,10.25
Julia KACZMAREK,GBR,2022-03-27,w,2022 British Gymnastics Championships,qual,"Liverpool, England",VT1,55.0,3.2,8.5,0.0,11.7,11.7
Radoslava KALAMAROVA,SVK,2022-08-14,w,2022 Senior European Championships,qual,"Munich, Germany",BB,81.0,4.5,6.566,0.0,11.066,11.065999999999999
Radoslava KALAMAROVA,SVK,2022-08-14,w,2022 Senior European Championships,qual,"Munich, Germany",FX,95.0,4.2,6.866,0.0,11.066,11.065999999999999
Radoslava KALAMAROVA,SVK,2022-08-14,w,2022 Senior European Championships,qual,"Munich, Germany",UB,116.0,3.3,4.833,0.0,8.133,8.133
Radoslava KALAMAROVA,SVK,2022-08-14,w,2022 Senior European Championships,qual,"Munich, Germany",VT1,108.0,3.2,8.333,0.0,11.533,11.533000000000001
Amaya KALUKOTTAGE,SRI,2022-08-02,w,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",BB,37.0,2.3,6.25,0.0,8.55,8.55
Amaya KALUKOTTAGE,SRI,2022-08-02,w,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",FX,36.0,3.5,5.25,0.0,8.75,8.75
Amaya KALUKOTTAGE,SRI,2022-08-02,w,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",UB,37.0,1.6,5.55,0.0,7.15,7.15
Amaya Sithumini KALUKOTTAGE,SRI,2023-08-05,w,2023 FISU World University Games,qual,"Chengdu, China",BB,42.0,2.8,7.1,0.0,9.9,9.899999999999999
Amaya Sithumini KALUKOTTAGE,SRI,2023-08-05,w,2023 FISU World University Games,qual,"Chengdu, China",FX,43.0,2.9,6.366,0.0,9.266,9.266
Amaya Sithumini KALUKOTTAGE,SRI,2023-08-05,w,2023 FISU World University Games,qual,"Chengdu, China",UB,45.0,1.7,5.966,0.0,7.666,7.666
Amaya Sithumini KALUKOTTAGE,SRI,2023-08-05,w,2023 FISU World University Games,qual,"Chengdu, China",VT1,43.0,3.4,7.766,0.0,11.166,11.166
Annais Ornella KAMANGA,GBR,2023-03-26,w,2023 British Gymnastics Championships,qual,"Liverpool, England",BB,40.0,4.4,5.4,0.0,9.8,9.8
Annais Ornella KAMANGA,GBR,2023-03-26,w,2023 British Gymnastics Championships,qual,"Liverpool, England",FX,23.0,4.3,7.1,0.0,11.4,11.399999999999999
Annais Ornella KAMANGA,GBR,2023-03-26,w,2023 British Gymnastics Championships,qual,"Liverpool, England",UB,34.0,3.3,6.6,0.0,9.9,9.899999999999999
Annais Ornella KAMANGA,GBR,2023-03-26,w,2023 British Gymnastics Championships,final,"Liverpool, England",VT1,8.0,4.2,9.05,0.0,13.25,13.25
Annais Ornella KAMANGA,GBR,2023-03-26,w,2023 British Gymnastics Championships,qual,"Liverpool, England",VT1,8.0,4.2,8.95,0.0,13.15,13.149999999999999
Annais Ornella KAMANGA,GBR,2023-03-26,w,2023 British Gymnastics Championships,final,"Liverpool, England",VT2,8.0,3.4,8.3,0.3,11.4,11.4
Annais Ornella KAMANGA,GBR,2023-03-26,w,2023 British Gymnastics Championships,qual,"Liverpool, England",VT2,8.0,3.4,8.85,0.0,12.25,12.25
Mari KANTER,NOR,2022-11-06,w,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",BB,48.0,4.6,7.466,0.0,12.066,12.065999999999999
Mari KANTER,NOR,2022-11-06,w,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",UB,94.0,4.0,7.666,0.0,11.666,11.666
Mari KANTER,NOR,2022-03-20,w,2022 Cairo World Cup,qual,"Cairo, Egypt",BB,20.0,4.5,5.5,0.1,9.9,9.9
Mari KANTER,NOR,2022-03-20,w,2022 Cairo World Cup,qual,"Cairo, Egypt",BB,20.0,4.5,5.5,0.1,9.9,9.9
Mari KANTER,NOR,2022-03-20,w,2022 Cairo World Cup,final,"Cairo, Egypt",UB,3.0,4.1,7.633,0.0,11.733,11.733
Mari KANTER,NOR,2022-03-20,w,2022 Cairo World Cup,final,"Cairo, Egypt",UB,3.0,4.1,7.633,0.0,11.733,11.733
Mari KANTER,NOR,2022-03-20,w,2022 Cairo World Cup,qual,"Cairo, Egypt",UB,4.0,4.1,7.7,0.0,11.8,11.8
Mari KANTER,NOR,2022-03-20,w,2022 Cairo World Cup,qual,"Cairo, Egypt",UB,4.0,4.1,7.7,0.0,11.8,11.8
Mari KANTER,NOR,2022-02-27,w,2022 Cottbus World Cup,qual,"Cottbus, Germany",BB,6.0,4.5,7.6,0.0,12.1,12.1
Mari KANTER,NOR,2022-02-27,w,2022 Cottbus World Cup,qual,"Cottbus, Germany",BB,6.0,4.5,7.6,0.0,12.1,12.1
Mari KANTER,NOR,2022-02-27,w,2022 Cottbus World Cup,final,"Cottbus, Germany",BB,7.0,4.5,7.066,0.0,11.566,11.565999999999999
Mari KANTER,NOR,2022-02-27,w,2022 Cottbus World Cup,final,"Cottbus, Germany",BB,7.0,4.5,7.066,0.0,11.566,11.565999999999999
Mari KANTER,NOR,2023-10-08,w,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",BB,96.0,4.6,7.2,0.0,11.8,11.8
Mari KANTER,NOR,2023-10-08,w,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",FX,136.0,4.3,7.166,0.3,11.166,11.166
Mari KANTER,NOR,2023-10-08,w,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",UB,110.0,4.1,7.5,0.0,11.6,11.6
