Rank,D Score,E Score,Pen.,Total,year,Name,nation,round_AAfinal,round_AAqual,round_TeamFinal,round_TeamQual,round_final,round_qual
11.0,5.2,8.7,0.0,13.9,2022,286,92,False,False,False,False,False,True
11.0,4.8,9.233,0.0,14.033,2022,286,92,False,False,False,False,False,True
18.0,5.2,7.933,0.1,13.033,2022,286,92,False,False,False,False,False,True
18.0,4.8,9.2,0.0,14.0,2022,286,92,False,False,False,False,False,True
6.0,5.2,9.433,0.0,14.633,2022,286,92,False,False,False,False,True,False
8.0,5.2,9.2,0.0,14.4,2022,286,92,False,False,False,False,False,True
6.0,4.8,9.333,0.0,14.133,2022,286,92,False,False,False,False,True,False
8.0,4.8,9.133,0.0,13.933,2022,286,92,False,False,False,False,False,True
22.0,5.2,9.3,0.1,14.4,2022,286,92,False,False,False,False,False,True
7.0,5.2,9.133,0.0,14.333,2023,286,92,True,False,False,False,False,False
42.0,5.2,9.166,0.1,14.266,2023,286,92,False,False,False,False,False,True
20.0,5.2,9.0,0.0,14.2,2023,286,92,False,False,False,False,False,True
20.0,5.2,8.0,0.0,13.2,2023,286,92,False,False,False,False,False,True
8.0,5.2,9.4,0.0,14.6,2023,286,92,False,False,False,False,False,True
8.0,5.2,8.066,0.0,13.266,2023,286,92,False,False,False,False,False,True
5.0,5.2,9.366,0.0,14.566,2023,286,92,False,False,False,False,True,False
8.0,5.2,9.2,0.0,14.4,2023,286,92,False,False,False,False,False,True
5.0,5.2,8.866,0.1,13.966,2023,286,92,False,False,False,False,True,False
8.0,5.2,8.733,0.0,13.933,2023,286,92,False,False,False,False,False,True
18.0,5.2,9.266,0.0,14.466,2023,286,92,False,False,False,False,False,True
18.0,5.2,7.8,0.1,12.9,2023,286,92,False,False,False,False,False,True
4.0,5.2,9.15,0.1,14.25,2023,286,92,False,False,False,False,False,True
8.0,5.2,9.233,0.0,14.433,2023,286,92,False,False,False,False,True,False
4.0,5.2,8.75,0.0,13.95,2023,286,92,False,False,False,False,False,True
8.0,5.2,7.9,0.1,13.0,2023,286,92,False,False,False,False,True,False
19.0,5.2,8.0,0.0,13.2,2023,286,92,True,False,False,False,False,False
19.0,5.2,9.133,0.0,14.333,2023,286,92,False,False,False,False,False,True
53.0,4.8,9.1,0.0,13.9,2022,518,38,False,False,False,False,False,True
108.0,4.4,8.8,0.0,13.2,2022,623,4,False,False,False,False,False,True
93.0,4.4,8.966,0.0,13.366,2023,623,4,False,False,False,False,False,True
47.0,5.2,8.9,0.1,14.0,2022,490,85,False,False,False,False,False,True
84.0,5.2,7.966,0.0,13.166,2022,490,85,False,False,False,False,False,True
8.0,5.2,9.266,0.0,14.466,2022,490,85,False,False,True,False,False,False
95.0,5.2,8.066,0.0,13.266,2023,490,85,False,False,False,False,False,True
35.0,5.2,8.55,0.1,13.65,2023,490,85,False,False,False,False,False,True
29.0,5.2,9.1,0.0,14.3,2022,519,7,False,False,False,False,False,True
14.0,5.2,9.3,0.0,14.5,2022,519,7,False,False,False,False,False,True
22.0,5.2,9.2,0.0,14.4,2023,519,7,False,False,False,False,False,True
13.0,5.2,9.233,0.0,14.433,2023,519,7,False,False,False,False,False,True
28.0,4.8,8.65,0.0,13.45,2022,512,93,True,False,False,False,False,False
22.0,4.0,9.05,0.0,13.05,2022,185,31,False,False,False,False,False,True
22.0,4.4,8.1,0.1,12.4,2022,185,31,False,False,False,False,False,True
129.0,4.0,8.566,0.0,12.566,2022,248,43,False,False,False,False,False,True
0.0,2.8,7.4,0.1,10.1,2022,524,84,False,True,False,False,False,False
8.0,4.8,8.766,0.0,13.566,2023,294,89,True,False,False,False,False,False
8.0,5.2,9.0,0.0,14.2,2023,29,37,True,False,False,False,False,False
19.0,5.2,8.966,0.0,14.166,2023,29,37,False,False,False,False,False,True
11.0,5.2,8.966,0.0,14.166,2023,29,37,False,False,False,False,False,True
11.0,5.2,8.066,0.0,13.266000000000002,2023,29,37,False,False,False,False,False,True
10.0,5.2,7.8,0.0,13.0,2023,29,37,False,False,False,False,False,True
10.0,4.8,8.3,0.0,13.1,2023,29,37,False,False,False,False,False,True
10.0,5.2,8.65,0.1,13.75,2023,29,35,False,False,False,False,False,True
10.0,5.2,7.65,0.3,12.55,2023,29,35,False,False,False,False,False,True
106.0,2.4,7.733,0.3,9.833,2022,659,58,False,False,False,False,False,True
104.0,4.8,8.7,0.1,13.4,2022,663,58,False,False,False,False,False,True
86.0,4.8,8.266,0.0,13.066,2022,663,58,False,False,False,False,False,True
100.0,4.0,9.1,0.0,13.1,2023,663,58,False,False,False,False,False,True
39.0,5.2,9.1,0.0,14.3,2023,501,21,False,False,False,False,False,True
18.0,5.2,9.1,0.0,14.3,2023,501,21,False,False,False,False,False,True
18.0,4.8,8.9,0.0,13.7,2023,501,21,False,False,False,False,False,True
13.0,5.2,9.266,0.0,14.466,2023,501,21,False,False,False,False,False,True
13.0,4.8,8.1,0.3,12.6,2023,501,21,False,False,False,False,False,True
16.0,5.2,8.833,0.0,14.033,2023,501,21,False,False,False,False,False,True
16.0,4.8,9.1,0.0,13.9,2023,501,21,False,False,False,False,False,True
25.0,5.2,8.933,0.1,14.033,2023,501,21,False,False,False,False,False,True
9.0,5.2,8.933,0.1,14.033,2023,501,21,False,False,False,False,False,True
9.0,4.8,8.8,0.0,13.6,2023,501,21,False,False,False,False,False,True
18.0,5.2,9.166,0.0,14.366,2023,501,21,False,False,False,False,False,True
14.0,5.2,9.166,0.0,14.366,2023,501,21,False,False,False,False,False,True
14.0,4.8,9.066,0.0,13.866,2023,501,21,False,False,False,False,False,True
0.0,4.2,8.85,0.0,13.05,2022,323,12,False,True,False,False,False,False
11.0,5.6,8.833,0.0,14.433,2023,699,16,False,False,False,False,False,True
2.0,5.6,8.9,0.0,14.5,2023,699,16,True,False,False,False,False,False
27.0,4.8,9.166,0.0,13.966,2023,588,78,False,False,False,False,False,True
29.0,5.2,9.1,0.0,14.3,2022,231,85,False,False,False,False,False,True
10.0,5.2,9.133,0.1,14.233,2023,231,85,True,False,False,False,False,False
0.0,5.2,9.133,0.1,14.233,2023,231,85,False,False,True,False,False,False
42.0,5.2,9.166,0.1,14.266,2023,231,85,False,False,False,False,False,True
7.0,5.2,9.2,0.0,14.4,2023,231,85,True,False,False,False,False,False
38.0,5.2,8.933,0.1,14.033,2023,231,85,False,False,False,False,False,True
45.0,5.2,7.9,0.1,13.0,2023,231,85,False,False,False,False,False,True
51.0,5.2,9.1,0.1,14.2,2023,366,17,False,False,False,False,False,True
22.0,5.2,9.1,0.1,14.2,2023,366,17,False,False,False,False,False,True
22.0,5.6,7.766,0.3,13.066,2023,366,17,False,False,False,False,False,True
6.0,5.6,8.7,0.0,14.3,2023,366,17,False,False,False,False,True,False
8.0,5.2,9.1,0.0,14.3,2023,366,17,False,False,False,False,False,True
6.0,5.2,8.433,0.3,13.333,2023,366,17,False,False,False,False,True,False
8.0,5.2,7.8,0.3,12.7,2023,366,17,False,False,False,False,False,True
16.0,4.8,9.45,0.0,14.25,2023,113,93,True,False,False,False,False,False
0.0,5.2,8.65,0.1,13.75,2022,275,93,False,False,False,False,False,True
0.0,5.2,9.05,0.0,14.25,2022,275,93,False,False,False,False,True,False
31.0,5.2,7.8,0.0,13.0,2023,275,93,True,False,False,False,False,False
25.0,4.8,9.05,0.3,13.55,2022,275,93,True,False,False,False,False,False
0.0,5.2,8.5,0.0,13.7,2023,275,93,True,False,False,False,False,False
28.0,5.2,8.75,0.1,13.85,2023,46,93,True,False,False,False,False,False
20.0,5.2,8.65,0.3,13.55,2022,314,33,False,False,False,False,False,True
14.0,5.2,9.1,0.0,14.3,2023,118,90,False,False,False,False,False,True
112.0,5.2,8.3,0.0,13.5,2023,117,90,False,False,False,False,False,True
4.0,5.2,8.95,0.0,14.15,2022,145,51,True,False,False,False,False,False
0.0,5.2,9.15,0.0,14.35,2022,145,51,False,True,False,False,False,False
0.0,5.2,9.1,0.0,14.3,2022,374,55,False,False,True,False,False,False
6.0,5.6,8.866,0.0,14.466,2022,374,55,False,False,False,False,True,False
11.0,5.6,9.0,0.0,14.6,2022,374,55,False,False,False,False,False,True
6.0,5.6,9.0,0.0,14.6,2022,374,55,False,False,False,False,False,True
6.0,5.2,8.966,0.0,14.166,2022,374,55,False,False,False,False,True,False
6.0,5.2,9.1,0.0,14.3,2022,374,55,False,False,False,False,False,True
5.0,5.6,8.733,0.0,14.333,2022,374,55,False,False,False,False,True,False
7.0,5.2,9.1,0.0,14.3,2022,374,55,False,False,False,False,False,True
5.0,5.2,9.366,0.0,14.566,2022,374,55,False,False,False,False,True,False
7.0,5.2,9.133,0.1,14.233,2022,374,55,False,False,False,False,False,True
5.0,5.6,9.1,0.1,14.6,2023,374,55,False,False,False,False,False,True
5.0,5.6,8.733,0.3,14.033,2023,374,55,False,False,False,False,False,True
16.0,5.2,8.9,0.0,14.1,2023,374,55,True,False,False,False,False,False
41.0,5.6,8.8,0.1,14.3,2023,374,55,False,False,False,False,False,True
23.0,5.6,8.8,0.1,14.3,2023,374,55,False,False,False,False,False,True
23.0,5.2,7.833,0.1,12.933,2023,374,55,False,False,False,False,False,True
6.0,4.8,9.0,0.0,13.8,2023,444,40,False,False,False,False,True,False
8.0,4.8,8.35,0.0,13.15,2023,444,40,False,False,False,False,False,True
8.0,4.0,9.2,0.0,13.2,2023,444,40,False,False,False,False,False,True
6.0,4.0,9.2,0.0,13.2,2023,444,40,False,False,False,False,True,False
44.0,4.8,8.833,0.0,13.633,2023,442,40,False,False,False,False,False,True
16.0,4.8,8.833,0.0,13.633,2023,442,40,False,False,False,False,False,True
16.0,4.0,9.066,0.0,13.066,2023,442,40,False,False,False,False,False,True
54.0,4.8,8.5,0.0,13.3,2023,602,93,True,False,False,False,False,False
13.0,4.8,8.9,0.0,13.7,2023,236,40,False,False,False,False,False,True
13.0,4.0,9.1,0.0,13.1,2023,236,40,False,False,False,False,False,True
118.0,4.0,8.9,0.0,12.9,2022,334,87,False,False,False,False,False,True
75.0,4.8,8.7,0.1,13.4,2022,334,87,False,False,False,False,False,True
100.0,4.0,9.1,0.0,13.1,2023,334,87,False,False,False,False,False,True
0.0,2.8,8.067,0.3,10.567,2023,56,71,False,False,False,True,False,False
21.0,4.8,8.0,0.1,12.7,2023,429,15,True,False,False,False,False,False
0.0,4.8,9.067,0.0,13.867,2023,430,15,False,False,False,True,False,False
0.0,5.2,8.9,0.3,13.8,2022,463,49,False,False,True,False,False,False
63.0,5.2,8.633,0.0,13.833,2022,463,49,False,False,False,False,False,True
10.0,5.2,8.966,0.0,14.166,2022,463,49,False,False,False,False,False,True
10.0,4.8,9.1,0.0,13.9,2022,463,49,False,False,False,False,False,True
51.0,5.2,9.033,0.3,13.933,2022,463,49,False,False,False,False,False,True
22.0,5.2,9.033,0.3,13.933,2022,463,49,False,False,False,False,False,True
21.0,5.2,8.6,0.1,13.7,2022,463,49,False,False,True,False,False,False
22.0,5.2,7.966,0.3,12.866,2022,463,49,False,False,False,False,False,True
10.0,5.2,9.0,0.0,14.2,2023,463,49,False,False,False,False,False,True
10.0,5.2,8.9,0.1,14.0,2023,463,49,False,False,False,False,False,True
12.0,4.8,7.75,0.3,12.25,2023,270,33,False,False,False,False,False,True
12.0,5.2,7.55,0.0,12.75,2023,270,33,False,False,False,False,False,True
15.0,5.2,9.2,0.0,14.4,2023,315,33,False,False,False,False,False,True
0.0,4.8,8.65,0.0,13.45,2022,660,93,False,False,False,False,False,True
0.0,4.8,8.75,0.0,13.55,2022,660,93,False,False,False,False,True,False
17.0,4.8,9.3,0.1,14.0,2022,660,93,True,False,False,False,False,False
60.0,5.2,7.85,0.0,13.05,2023,660,93,True,False,False,False,False,False
102.0,4.8,7.833,0.0,12.633,2022,203,58,False,False,False,False,False,True
23.0,4.4,8.9,0.0,13.3,2022,203,58,False,False,False,False,False,True
23.0,2.8,8.8,0.0,11.6,2022,203,58,False,False,False,False,False,True
23.0,5.2,9.033,0.0,14.233,2023,227,87,False,False,False,False,False,True
23.0,4.0,9.033,0.0,13.033,2023,227,87,False,False,False,False,False,True
14.0,5.2,9.2,0.0,14.4,2023,227,87,False,False,False,False,False,True
14.0,4.0,9.1,0.0,13.1,2023,227,87,False,False,False,False,False,True
79.0,2.4,7.433,0.0,9.833,2023,372,80,False,False,False,False,False,True
0.0,4.8,8.933,0.0,13.733,2023,112,16,False,False,True,False,False,False
41.0,4.8,8.866,0.0,13.666,2023,257,90,False,False,False,False,False,True
38.0,5.2,9.0,0.0,14.2,2022,258,90,False,False,False,False,False,True
32.0,4.0,7.85,0.3,11.55,2022,101,33,False,False,False,False,False,True
128.0,5.2,8.033,0.1,13.133,2023,701,16,False,False,False,False,False,True
17.0,4.8,9.166,0.0,13.966,2023,284,48,True,False,False,False,False,False
68.0,4.8,9.233,0.0,14.033,2023,284,48,False,False,False,False,False,True
14.0,4.8,9.1,0.0,13.9,2023,284,48,True,False,False,False,False,False
58.0,4.8,9.1,0.1,13.8,2023,284,48,False,False,False,False,False,True
38.0,4.8,8.75,0.0,13.55,2023,284,48,False,False,False,False,False,True
26.0,5.2,9.033,0.0,14.233,2023,449,49,False,False,False,False,False,True
19.0,5.2,9.05,0.0,14.25,2023,449,49,False,False,False,False,False,True
0.0,5.2,8.033,0.0,13.233,2022,6,33,False,False,False,False,False,True
0.0,4.0,7.8,0.0,11.8,2022,6,33,False,False,False,False,False,True
0.0,5.6,9.25,0.0,14.85,2022,578,93,False,False,False,False,False,True
0.0,5.6,8.5,0.0,14.1,2022,578,93,False,False,False,False,True,False
3.0,5.6,8.85,0.0,14.45,2023,578,93,True,False,False,False,False,False
5.0,5.6,8.55,0.0,14.15,2022,578,93,True,False,False,False,False,False
15.0,5.6,8.55,0.1,14.05,2023,578,93,True,False,False,False,False,False
0.0,5.6,8.7,0.0,14.3,2023,578,93,False,False,False,False,False,True
0.0,5.6,8.65,0.0,14.25,2023,578,93,False,False,False,False,True,False
0.0,5.6,8.55,0.1,14.05,2023,578,93,True,False,False,False,False,False
16.0,4.8,8.7,0.0,13.5,2023,111,26,True,False,False,False,False,False
14.0,5.2,9.05,0.1,14.15,2023,348,39,False,False,False,False,False,True
14.0,5.2,8.05,0.0,13.25,2023,348,39,False,False,False,False,False,True
10.0,5.6,8.15,0.3,13.45,2022,348,39,False,False,False,False,False,True
10.0,5.2,8.7,0.1,13.8,2022,348,39,False,False,False,False,False,True
123.0,5.2,7.866,0.3,12.766,2022,351,76,False,False,False,False,False,True
12.0,5.2,8.15,0.0,13.35,2023,351,76,True,False,False,False,False,False
4.0,5.2,8.4,0.0,13.6,2023,351,76,False,False,False,False,True,False
24.0,5.2,7.75,0.1,12.85,2023,351,76,False,False,False,False,False,True
9.0,5.2,7.75,0.1,12.85,2023,351,76,False,False,False,False,False,True
4.0,5.2,9.15,0.1,14.25,2023,351,76,False,False,False,False,True,False
9.0,5.2,7.9,0.3,12.8,2023,351,76,False,False,False,False,False,True
18.0,5.2,8.2,0.0,13.4,2023,351,76,True,False,False,False,False,False
14.0,5.2,7.833,0.1,12.933,2023,351,76,False,False,False,False,False,True
14.0,5.2,7.866,0.3,12.766,2023,351,76,False,False,False,False,False,True
0.0,4.8,9.0,0.0,13.8,2023,110,26,False,False,False,True,False,False
0.0,5.2,9.1,0.0,14.3,2023,349,76,False,False,False,True,False,False
100.0,5.2,8.633,0.1,13.733,2023,217,62,False,False,False,False,False,True
25.0,5.2,8.633,0.1,13.733,2023,217,62,False,False,False,False,False,True
25.0,5.2,7.8,0.0,13.0,2023,217,62,False,False,False,False,False,True
4.0,4.8,9.0,0.0,13.8,2022,102,33,False,False,False,False,True,False
16.0,4.8,9.05,0.0,13.85,2022,102,33,False,False,False,False,False,True
4.0,4.8,9.233,0.0,14.033,2022,102,33,False,False,False,False,True,False
16.0,4.8,9.35,0.0,14.15,2022,102,33,False,False,False,False,False,True
19.0,5.2,8.9,0.1,14.0,2023,102,33,False,False,False,False,False,True
19.0,4.8,7.7,0.3,12.2,2023,102,33,False,False,False,False,False,True
21.0,5.2,8.649999999999999,0.0,13.85,2023,102,33,False,False,False,False,False,True
27.0,5.2,8.75,0.1,13.85,2023,102,33,False,False,False,False,False,True
6.0,5.2,9.266,0.0,14.466,2023,452,49,True,False,False,False,False,False
0.0,5.2,9.233,0.1,14.333,2023,452,49,False,False,True,False,False,False
16.0,5.2,9.3,0.0,14.5,2023,452,49,False,False,False,False,False,True
30.0,5.2,9.1,0.1,14.2,2023,452,49,False,False,False,False,False,True
43.0,5.2,7.95,0.1,13.05,2023,452,49,False,False,False,False,False,True
14.0,4.0,8.9,0.0,12.9,2022,281,13,True,False,False,False,False,False
0.0,4.0,9.1,0.3,12.8,2022,281,13,False,True,False,False,False,False
6.0,5.2,9.3,0.0,14.5,2022,89,93,True,False,False,False,False,False
0.0,5.2,9.2,0.0,14.4,2022,89,93,False,False,True,False,False,False
27.0,5.2,9.133,0.0,14.333,2022,89,93,False,False,False,False,False,True
0.0,5.2,9.25,0.0,14.45,2022,89,93,False,False,False,False,False,True
0.0,5.2,9.4,0.0,14.6,2022,89,93,False,False,False,False,True,False
9.0,5.2,9.05,0.0,14.25,2023,89,93,True,False,False,False,False,False
13.0,5.2,9.55,0.0,14.75,2023,89,93,False,False,False,False,False,True
0.0,4.0,8.733,0.0,12.733,2023,419,9,False,False,False,True,False,False
7.0,4.8,8.9,0.0,13.7,2023,587,54,True,False,False,False,False,False
7.0,5.2,9.35,0.0,14.55,2023,211,93,True,False,False,False,False,False
0.0,5.2,8.9,0.1,14.0,2023,211,93,False,False,False,False,False,True
0.0,5.2,8.75,0.0,13.95,2023,211,93,False,False,False,False,True,False
10.0,5.2,9.033,0.0,14.233,2022,16,0,False,False,False,False,False,True
10.0,4.0,9.0,0.0,13.0,2022,16,0,False,False,False,False,False,True
0.0,4.2,8.75,0.0,12.95,2022,321,97,False,True,False,False,False,False
132.0,4.8,7.7,0.3,12.2,2022,571,77,False,False,False,False,False,True
44.0,4.8,9.2,0.0,14.0,2022,571,77,False,False,False,False,False,True
43.0,4.8,9.166,0.0,13.966,2023,571,77,False,False,False,False,False,True
18.0,4.0,9.233,0.0,13.233,2022,600,49,False,False,False,False,False,True
18.0,4.8,9.1,0.0,13.9,2022,600,49,False,False,False,False,False,True
0.0,5.2,9.366,0.0,14.566,2022,60,10,False,False,True,False,False,False
58.0,5.2,9.0,0.3,13.9,2022,60,10,False,False,False,False,False,True
7.0,5.2,9.5,0.0,14.7,2023,60,10,False,False,False,False,False,True
4.0,5.2,9.133,0.0,14.333,2023,60,10,True,False,False,False,False,False
2.0,5.2,9.3,0.0,14.5,2023,60,10,False,False,False,False,True,False
3.0,5.2,9.433,0.0,14.633,2023,60,10,False,False,False,False,False,True
2.0,5.2,9.233,0.0,14.433,2023,60,10,False,False,False,False,True,False
3.0,4.8,8.933,0.0,13.733,2023,60,10,False,False,False,False,False,True
90.0,4.0,9.0,0.0,13.0,2022,448,74,False,False,False,False,False,True
3.0,4.8,9.25,0.1,13.95,2023,42,17,True,False,False,False,False,False
23.0,4.8,8.4,0.3,12.9,2023,42,17,False,False,False,False,False,True
30.0,4.4,7.85,0.3,11.95,2023,353,17,False,False,False,False,False,True
124.0,4.8,7.933,0.0,12.733,2022,447,17,False,False,False,False,False,True
105.0,4.8,8.833,0.0,13.633,2023,447,17,False,False,False,False,False,True
8.0,5.2,9.133,0.0,14.333,2023,679,7,True,False,False,False,False,False
10.0,5.2,9.266,0.0,14.466,2023,679,7,False,False,False,False,False,True
67.0,4.8,8.966,0.0,13.766,2022,43,17,False,False,False,False,False,True
96.0,5.2,8.8,0.2,13.8,2023,43,17,False,False,False,False,False,True
14.0,4.8,8.966,0.1,13.666,2023,43,17,True,False,False,False,False,False
0.0,4.8,9.067,0.0,13.867,2023,221,17,False,False,True,False,False,False
0.0,4.8,9.167,0.1,13.867,2023,221,17,False,False,False,True,False,False
0.0,4.4,9.0,0.3,13.1,2023,352,17,False,False,False,True,False,False
52.0,4.8,9.133,0.0,13.933,2022,121,3,False,False,False,False,False,True
50.0,4.8,9.4,0.0,14.2,2023,121,3,False,False,False,False,False,True
5.0,4.8,9.3,0.0,14.1,2022,121,3,True,False,False,False,False,False
0.0,4.8,9.45,0.0,14.25,2022,121,3,False,True,False,False,False,False
0.0,4.8,9.4,0.0,14.2,2023,122,3,True,False,False,False,False,False
89.0,4.8,8.766,0.0,13.566,2022,65,4,False,False,False,False,False,True
61.0,4.8,9.0,0.0,13.8,2022,65,4,False,False,False,False,False,True
92.0,4.8,9.033,0.0,13.833,2023,65,4,False,False,False,False,False,True
105.0,4.8,8.566,0.3,13.066,2023,65,4,False,False,False,False,False,True
71.0,4.8,8.933,0.0,13.733,2022,614,1,False,False,False,False,False,True
111.0,4.8,8.7,0.0,13.5,2023,614,1,False,False,False,False,False,True
0.0,4.8,9.067,0.0,13.867,2023,614,1,False,False,True,False,False,False
0.0,4.8,9.1,0.0,13.9,2023,614,1,False,False,False,True,False,False
15.0,4.8,8.766,0.0,13.566,2023,614,1,True,False,False,False,False,False
12.0,5.2,9.366,0.0,14.566,2022,213,46,False,False,False,False,False,True
17.0,5.2,9.366,0.0,14.566,2022,213,46,False,False,False,False,False,True
17.0,5.2,7.966,0.0,13.166,2022,213,46,False,False,False,False,False,True
19.0,5.2,9.25,0.0,14.45,2023,214,46,False,False,False,False,False,True
19.0,5.2,7.95,0.0,13.15,2023,214,46,False,False,False,False,False,True
27.0,4.0,9.0,0.0,13.0,2022,464,33,False,False,False,False,False,True
0.0,4.0,8.733,0.0,12.733,2023,464,50,False,False,False,True,False,False
0.0,5.2,8.4,0.0,13.6,2022,130,93,False,False,False,False,False,True
0.0,5.2,8.45,0.0,13.65,2022,130,93,False,False,False,False,True,False
29.0,5.2,8.2,0.1,13.3,2023,130,93,True,False,False,False,False,False
32.0,5.2,8.6,0.0,13.8,2023,130,93,True,False,False,False,False,False
0.0,5.2,8.5,0.0,13.7,2023,130,93,False,False,False,False,False,True
0.0,5.2,8.2,0.0,13.4,2023,130,93,False,False,False,False,True,False
0.0,5.2,8.95,0.0,14.15,2023,130,93,True,False,False,False,False,False
15.0,4.8,8.8,0.1,13.5,2023,131,3,False,False,False,False,False,True
15.0,4.0,8.85,0.0,12.85,2023,131,3,False,False,False,False,False,True
4.0,4.8,9.3,0.0,14.1,2023,131,3,False,False,False,False,False,True
5.0,4.8,9.35,0.0,14.15,2023,131,3,False,False,False,False,True,False
4.0,4.0,8.85,0.0,12.85,2023,131,3,False,False,False,False,False,True
5.0,4.0,8.9,0.0,12.9,2023,131,3,False,False,False,False,True,False
19.0,4.8,8.85,0.1,13.55,2022,208,33,False,False,False,False,False,True
32.0,4.8,7.550000000000001,0.3,12.05,2023,208,33,False,False,False,False,False,True
100.0,5.6,7.9,0.0,13.5,2022,47,48,False,False,False,False,False,True
20.0,5.6,7.9,0.0,13.5,2022,47,48,False,False,False,False,False,True
20.0,5.6,8.5,0.0,14.1,2022,47,48,False,False,False,False,False,True
1.0,5.6,9.166,0.0,14.766,2022,47,48,False,False,False,False,False,True
2.0,5.6,9.0,0.0,14.6,2022,47,48,False,False,False,False,True,False
1.0,6.0,8.9,0.0,14.9,2022,47,48,False,False,False,False,False,True
2.0,6.0,8.8,0.4,14.4,2022,47,48,False,False,False,False,True,False
6.0,5.6,9.166,0.0,14.766,2022,47,48,False,False,False,False,False,True
5.0,5.6,8.7,0.3,14.0,2022,47,48,False,False,False,False,True,False
5.0,6.0,8.066,0.0,14.066,2022,47,48,False,False,False,False,True,False
6.0,5.6,8.066,0.1,13.566,2022,47,48,False,False,False,False,False,True
24.0,5.6,7.866,0.3,13.166,2022,47,48,False,False,False,False,False,True
24.0,5.6,7.966,0.0,13.566,2022,47,48,False,False,False,False,False,True
4.0,5.6,9.166,0.3,14.466,2022,47,48,False,False,False,False,True,False
1.0,5.6,9.233,0.0,14.833,2022,47,48,False,False,False,False,False,True
4.0,5.6,9.233,0.0,14.833,2022,47,48,False,False,False,False,True,False
1.0,5.6,9.433,0.0,15.033,2022,47,48,False,False,False,False,False,True
11.0,5.6,8.05,0.1,13.55,2023,47,48,False,False,False,False,False,True
11.0,6.0,7.95,0.0,13.95,2023,47,48,False,False,False,False,False,True
13.0,5.6,7.85,0.1,13.35,2023,47,48,False,False,False,False,False,True
13.0,5.6,9.05,0.0,14.65,2023,47,48,False,False,False,False,False,True
7.0,5.6,8.933,0.1,14.433,2023,47,48,False,False,False,False,True,False
3.0,5.6,9.1,0.0,14.7,2023,47,48,False,False,False,False,False,True
7.0,5.6,8.2,0.0,13.8,2023,47,48,False,False,False,False,True,False
3.0,5.6,9.1,0.0,14.7,2023,47,48,False,False,False,False,False,True
26.0,5.2,8.633,0.0,13.833,2023,47,48,False,False,False,False,False,True
26.0,5.6,7.833,0.1,13.333,2023,47,48,False,False,False,False,False,True
5.0,5.6,9.2,0.0,14.8,2023,47,48,False,False,False,False,True,False
4.0,5.6,8.666,0.1,14.166,2023,47,48,False,False,False,False,False,True
5.0,5.6,9.033,0.1,14.533,2023,47,48,False,False,False,False,True,False
4.0,5.6,9.1,0.0,14.7,2023,47,48,False,False,False,False,False,True
92.0,5.6,7.9,0.1,13.4,2023,47,48,False,False,False,False,False,True
21.0,5.6,7.9,0.1,13.4,2023,47,48,False,False,False,False,False,True
21.0,5.6,7.9,0.0,13.5,2023,47,48,False,False,False,False,False,True
126.0,4.0,8.633,0.0,12.633,2022,496,92,False,False,False,False,False,True
74.0,4.4,9.1,0.1,13.4,2022,496,92,False,False,False,False,False,True
44.0,4.8,8.833,0.0,13.633,2023,496,92,False,False,False,False,False,True
71.0,4.8,8.9,0.0,13.7,2023,496,92,False,False,False,False,False,True
0.0,2.8,7.95,0.3,10.45,2022,97,93,False,False,False,False,False,True
0.0,5.2,9.0,0.0,14.2,2022,97,93,False,False,False,False,True,False
5.0,5.2,9.15,0.0,14.35,2023,97,93,True,False,False,False,False,False
36.0,5.2,7.8,0.1,12.9,2022,97,93,True,False,False,False,False,False
40.0,4.4,9.266,0.0,13.666,2023,355,74,False,False,False,False,False,True
21.0,4.8,9.2,0.3,13.7,2022,404,41,True,False,False,False,False,False
120.0,5.2,7.933,0.3,12.833,2022,404,41,False,False,False,False,False,True
18.0,3.6,8.65,0.1,12.15,2023,404,41,False,False,False,False,False,True
18.0,4.0,9.05,0.0,13.05,2023,404,41,False,False,False,False,False,True
22.0,5.2,9.3,0.1,14.4,2022,404,41,False,False,False,False,False,True
12.0,5.2,9.066,0.0,14.266,2022,404,41,False,False,True,False,False,False
11.0,5.2,8.05,0.0,13.25,2022,404,41,False,False,False,False,False,True
11.0,5.2,8.1,0.1,13.2,2022,404,41,False,False,False,False,False,True
8.0,5.2,9.1,0.0,14.3,2023,404,41,True,False,False,False,False,False
58.0,5.2,9.033,0.1,14.133,2023,404,41,False,False,False,False,False,True
12.0,5.2,8.7,0.1,13.8,2023,404,41,False,False,False,False,False,True
12.0,4.0,9.15,0.0,13.15,2023,404,41,False,False,False,False,False,True
9.0,4.8,9.3,0.0,14.1,2023,404,41,True,False,False,False,False,False
29.0,4.8,9.4,0.0,14.2,2023,404,41,False,False,False,False,False,True
1.0,4.8,9.3,0.0,14.1,2023,404,41,False,False,False,False,True,False
3.0,4.8,9.0,0.0,13.8,2023,404,41,False,False,False,False,False,True
3.0,4.0,9.4,0.0,13.4,2023,404,41,False,False,False,False,False,True
1.0,4.0,9.4,0.0,13.4,2023,404,41,False,False,False,False,True,False
103.0,4.8,8.9,0.0,13.7,2023,271,0,False,False,False,False,False,True
14.0,4.0,8.9,0.0,12.9,2022,493,78,True,False,False,False,False,False
0.0,4.0,9.15,0.0,13.15,2022,493,78,False,True,False,False,False,False
