Rank,Name,nation,D Score,E Score,Pen.,Total,year,round
35.0,madeleine marshall,GBR,4.4,7.35,0.3,11.45,2022,qual
127.0,madeleine marshall,NZL,4.6,6.933,0.0,11.533,2023,qual
17.0,madeleine marshall,NZL,4.6,7.433,0.0,12.033,2023,qual
31.0,madeleine marshall,NZL,4.1,5.733,0.1,9.733,2023,qual
13.0,madeleine marshall,NZL,4.0,7.633,0.0,11.633,2023,qual
89.0,leila martinez,ARG,4.3,7.8,0.0,12.1,2022,qual
45.0,leila martinez,ARG,4.3,6.233,0.3,10.233,2023,qual
15.0,filipa martins,POR,4.8,7.933,0.0,12.733,2023,AAfinal
34.0,filipa martins,POR,4.8,8.033,0.0,12.833,2023,qual
19.0,filipa martins,POR,4.8,7.9,0.0,12.7,2023,qual
5.0,misaki masui,JPN,5.3,7.333,0.0,12.633,2023,final
11.0,misaki masui,JPN,5.3,7.4,0.0,12.7,2023,qual
9.0,nola matthews,USA,5.1,7.7,0.0,12.8,2022,AAfinal
5.0,nola matthews,USA,5.2,8.1,0.0,13.3,2023,AAfinal
4.0,nola matthews,USA,5.2,8.0,0.0,13.2,2023,AAfinal
5.0,nola matthews,USA,5.2,7.8,0.1,12.9,2023,qual
19.0,china mattis,JAM,3.9,5.95,0.0,9.85,2023,AAfinal
35.0,china mattis,JAM,3.4,6.25,0.1,9.55,2023,qual
13.0,tyesha mattis,JAM,4.1,7.0,0.0,11.1,2023,AAfinal
27.0,tyesha mattis,JAM,4.3,6.8,0.3,10.8,2023,qual
40.0,greta mayer,HUN,5.0,7.833,0.0,12.833,2022,qual
23.0,greta mayer,HUN,4.9,7.8,0.0,12.7,2022,qual
19.0,greta mayer,HUN,4.8,7.633,0.0,12.433,2022,TeamFinal
1.0,greta mayer,HUN,5.1,8.366,0.0,13.466,2022,qual
2.0,greta mayer,HUN,5.1,7.933,0.0,13.033,2022,final
5.0,greta mayer,HUN,4.9,8.0,0.0,12.9,2022,qual
2.0,greta mayer,HUN,4.9,8.05,0.0,12.95,2022,final
73.0,greta mayer,HUN,5.1,7.4,0.1,12.4,2023,qual
99.0,greta mayer,HUN,5.0,6.266,0.3,10.966,2023,qual
23.0,greta mayer,HUN,4.7,4.866,0.3,9.265999999999998,2023,qual
53.0,lorena medina,ESP,4.9,7.4,0.3,12.0,2022,qual
4.0,lorena medina,ESP,5.0,7.333,0.0,12.333,2023,final
5.0,lorena medina,ESP,5.0,7.233,0.0,12.233,2023,qual
11.0,lorena medina cobos,ESP,4.8,7.6,0.0,12.4,2023,qual
9.0,lorena medina cobos,ESP,4.7,7.333,0.0,12.033,2023,AAfinal
120.0,ana karina mendez,PER,4.3,7.333,0.0,11.633,2022,qual
146.0,ana karina mendez,PER,4.4,6.233,0.1,10.533,2023,qual
47.0,ana karina mendez,PER,4.5,5.866,0.3,10.066,2023,qual
15.0,angelica mesa,COL,4.4,7.4,0.0,11.8,2023,qual
27.0,angelica mesa,COL,4.5,7.133,0.0,11.633,2023,qual
93.0,athanasia mesiri,GRE,4.7,7.4,0.0,12.1,2023,qual
49.0,athanasia mesiri,GRE,4.6,7.433,0.0,12.033,2023,qual
7.0,sofia micallef,GBR,4.9,7.1,0.0,12.0,2023,final
8.0,sofia micallef,GBR,4.7,7.85,0.2,12.35,2023,qual
20.0,sofia micallef,WAL,4.4,7.4,0.0,11.8,2022,qual
29.0,silane mielle,FRA,5.1,7.633,0.3,12.433,2023,qual
1.0,silane mielle,FRA,5.0,7.933,0.0,12.933,2023,final
1.0,silane mielle,FRA,5.1,8.033,0.0,13.133,2023,qual
6.0,silane mielle,FRA,5.1,7.8,0.0,12.9,2023,qual
11.0,zoe miller,USA,5.2,7.45,0.0,12.65,2022,AAfinal
20.0,zoe miller,USA,5.1,7.15,0.1,12.15,2023,AAfinal
15.0,zoe miller,USA,5.2,7.2,0.0,12.4,2023,AAfinal
38.0,zoe miller,USA,5.0,6.25,0.4,10.85,2023,qual
24.0,annalisa milton,USA,4.5,6.6,0.0,11.1,2023,AAfinal
24.0,annalisa milton,USA,4.2,7.25,0.0,11.45,2023,AAfinal
22.0,malea milton,USA,5.2,6.75,0.0,11.95,2023,AAfinal
29.0,malea milton,USA,4.3,6.45,0.3,10.45,2023,AAfinal
1.0,maria minaeva,RUS,4.8,7.866,0.0,12.666,2022,final
4.0,maria minaeva,RUS,4.8,7.8,0.1,12.5,2022,qual
89.0,milana minakovskaya,AZE,4.3,7.8,0.0,12.1,2022,qual
26.0,milana minakovskaya,AZE,4.3,6.4,0.1,10.6,2022,qual
15.0,milana minakovskaya,AZE,4.3,6.9,0.3,10.9,2022,qual
106.0,milana minakovskaya,AZE,4.2,6.466,0.3,10.366,2022,qual
15.0,milana minakovskaya,AZE,4.3,7.6,0.0,11.9,2022,qual
7.0,shoko miyata,JPN,5.7,8.033,0.0,13.733,2022,AAfinal
8.0,shoko miyata,JPN,5.3,7.766,0.0,13.066,2022,final
10.0,shoko miyata,JPN,5.5,8.1,0.0,13.6,2022,qual
74.0,shoko miyata,JPN,5.6,6.766,0.0,12.366,2023,qual
3.0,shoko miyata,JPN,5.3,8.033,0.0,13.332999999999998,2023,final
2.0,shoko miyata,JPN,5.3,8.2,0.0,13.5,2023,qual
44.0,charlize moerz,AUT,5.2,7.633,0.0,12.833,2022,qual
96.0,charlize moerz,AUT,5.3,6.066,0.3,11.066,2022,qual
40.0,charlize moerz,AUT,5.5,7.266,0.0,12.766,2023,qual
6.0,charlize moerz,AUT,5.1,7.233,0.0,12.333,2023,final
5.0,charlize moerz,AUT,5.2,7.2,0.0,12.4,2023,qual
28.0,charlize moerz,AUT,5.2,7.333,0.0,12.533,2023,qual
83.0,barbora mokosova,SVK,4.5,7.766,0.0,12.266,2023,qual
41.0,barbora mokosova,SVK,4.5,7.833,0.2,12.133,2023,qual
16.0,malla montell,FIN,4.3,6.15,0.3,10.15,2022,qual
13.0,malla montell,FIN,4.4,7.4,0.0,11.8,2023,qual
135.0,franciny morales,CRC,4.5,6.266,0.0,10.766,2022,qual
16.0,franciny morales,CRC,4.2,6.7,0.0,10.9,2023,AAfinal
19.0,franciny morales,CRC,4.1,7.45,0.0,11.55,2023,qual
24.0,franciny morales,CRC,4.5,6.633,0.0,11.133,2023,AAfinal
28.0,franciny morales,CRC,4.6,7.0,0.0,11.6,2023,qual
77.0,celeste mordenti,LUX,4.8,7.466,0.0,12.266,2022,qual
102.0,celeste mordenti,LUX,4.6,6.166,0.0,10.766,2022,qual
67.0,celeste mordenti,LUX,4.8,7.666,0.0,12.466,2023,qual
13.0,celeste mordenti,LUX,4.5,7.566,0.0,12.066,2023,qual
98.0,celeste mordenti,LUX,4.3,6.766,0.1,10.966,2023,qual
21.0,alexa moreno,MEX,5.7,6.533,0.0,12.233,2023,AAfinal
27.0,alexa moreno,MEX,5.8,7.233,0.0,13.033,2023,qual
3.0,alexa moreno,MEX,5.3,7.35,0.0,12.65,2023,AAfinal
1.0,alexa moreno,MEX,5.3,8.25,0.0,13.55,2023,final
1.0,alexa moreno,MEX,5.3,8.05,0.0,13.35,2023,qual
44.0,mali morgan,GBR,4.5,6.6,0.1,11.0,2022,qual
6.0,mali morgan,GBR,4.3,7.95,0.0,12.25,2023,final
6.0,mali morgan,GBR,4.7,8.2,0.0,12.9,2023,qual
97.0,sasiwimon mueangphuan,THA,4.8,7.233,0.0,12.033,2022,qual
14.0,sasiwimon mueangphuan,THA,4.7,7.766,0.0,12.466,2023,qual
7.0,sasiwimon mueangphuan,THA,4.8,7.733,0.0,12.533,2023,AAfinal
10.0,elle mueller,USA,5.0,7.75,0.0,12.75,2022,AAfinal
8.0,elle mueller,USA,5.0,8.0,0.0,13.0,2023,AAfinal
17.0,garcelle napier,RSA,4.8,7.3,0.3,11.8,2022,qual
89.0,garcelle napier,RSA,5.0,7.166,0.0,12.166,2023,qual
12.0,garcelle napier,RSA,5.1,7.033,0.0,12.133,2023,qual
24.0,garcelle napier,RSA,5.0,6.55,0.0,11.55,2022,qual
17.0,ruthuja nataraj,IND,4.3,5.5,0.0,9.8,2022,AAfinal
31.0,ruthuja nataraj,IND,4.4,6.35,0.1,10.65,2022,qual
125.0,nadine joy nathan,SGP,4.4,7.1,0.0,11.5,2022,qual
139.0,nadine joy nathan,SGP,4.0,7.0,0.0,11.0,2023,qual
14.0,nadine joy nathan,SGP,4.5,6.9,0.0,11.4,2022,AAfinal
25.0,nadine joy nathan,SGP,4.5,6.95,0.0,11.45,2022,qual
32.0,nadine joy nathan,SGP,4.0,6.533,0.1,10.433,2023,qual
88.0,karla navas,PAN,4.9,7.233,0.0,12.133,2022,qual
102.0,karla navas,PAN,4.7,7.266,0.0,11.966,2023,qual
20.0,karla navas,PAN,4.3,7.166,0.0,11.466,2023,AAfinal
33.0,karla navas,PAN,4.2,7.233,0.0,11.433,2023,qual
6.0,karla andrea navas boyd,PAN,4.2,8.05,0.0,12.25,2023,AAfinal
16.0,karla andrea navas boyd,PAN,4.5,7.3,0.1,11.7,2023,qual
35.0,pranati nayak,IND,4.3,5.35,0.0,9.65,2022,qual
35.0,pranati nayak,IND,3.9,5.933,0.0,9.833,2023,qual
15.0,marissa neal,USA,5.0,7.4,0.0,12.4,2022,AAfinal
19.0,marissa neal,USA,5.1,7.1,0.0,12.2,2023,AAfinal
27.0,marissa neal,USA,5.0,6.65,0.3,11.35,2023,AAfinal
53.0,laura nelson,GBR,4.4,6.05,0.0,10.45,2022,qual
20.0,laura nelson,GBR,4.6,6.95,0.0,11.55,2023,qual
16.0,kaylia nemour,ALG,5.0,7.8,0.1,12.7,2023,AAfinal
48.0,kaylia nemour,ALG,5.0,7.7,0.0,12.7,2023,qual
67.0,ofir netzer,ISR,4.9,7.6,0.1,12.4,2022,qual
16.0,ofir netzer,ISR,4.8,5.333,0.1,10.033,2022,qual
90.0,ofir netzer,ISR,4.3,7.166,0.3,11.166,2022,qual
52.0,mali neurauter,NOR,4.4,7.566,0.0,11.966,2023,qual
11.0,annalise newman achee,TTO,4.6,6.9,0.2,11.3,2023,AAfinal
28.0,annalise newman achee,TTO,4.5,6.85,0.6,10.75,2023,qual
26.0,annalise newman achee,TTO,4.9,6.35,0.0,11.25,2022,qual
21.0,ada ogieglo,POL,4.0,7.0,0.0,11.0,2022,qual
8.0,ada ogieglo,POL,4.1,7.5,0.0,11.6,2022,qual
5.0,ada ogieglo,POL,4.3,7.433,0.0,11.733,2022,final
12.0,ada ogieglo,POL,4.3,6.633,0.0,10.933,2022,qual
4.0,mana okamura,JPN,5.0,7.7,0.0,12.7,2023,final
5.0,mana okamura,JPN,5.2,7.933,0.0,13.133,2023,qual
3.0,mana okamura,JPN,5.0,8.066,0.0,13.066,2023,AAfinal
80.0,arina olenova,LAT,4.2,7.233,0.0,11.433,2022,qual
35.0,arina olenova,LAT,4.0,7.033,0.0,11.033,2023,qual
12.0,shade van oorschot,NED,4.6,7.85,0.1,12.35,2022,qual
85.0,valeriia osipova,UKR,4.7,7.466,0.0,12.166,2022,qual
39.0,valeriia osipova,UKR,4.7,7.666,0.0,12.366,2022,qual
4.0,morgane osyssek,FRA,5.2,8.0,0.4,12.8,2022,final
4.0,morgane osyssek,FRA,5.2,8.05,0.3,12.95,2022,qual
2.0,morgane osyssek,FRA,5.6,7.767,0.0,13.367,2023,final
2.0,morgane osyssek,FRA,5.7,7.833,0.3,13.233,2023,qual
14.0,morgane osyssek,FRA,5.1,7.45,0.0,12.55,2023,qual
7.0,morgane osyssek reimer,FRA,5.1,7.866,0.3,12.666,2022,final
11.0,morgane osyssek reimer,FRA,5.2,8.0,0.0,13.2,2022,qual
6.0,morgane osyssek reimer,FRA,5.2,7.966,0.0,13.166,2022,TeamFinal
10.0,morgane osyssek reimer,FRA,5.5,7.733,0.1,13.133,2023,AAfinal
12.0,morgane osyssek reimer,FRA,5.5,7.933,0.0,13.433,2023,qual
14.0,morgane osyssek reimer,FRA,5.2,7.4,0.3,12.3,2023,AAfinal
22.0,morgane osyssek reimer,FRA,5.2,7.733,0.3,12.633,2023,qual
6.0,yushan ou,CHN,5.6,8.133,0.0,13.733,2022,AAfinal
15.0,yushan ou,CHN,5.4,8.0,0.0,13.4,2022,qual
15.0,yushan ou,CHN,5.6,7.766,0.0,13.366,2023,qual
1.0,yushan ou,CHN,5.8,8.066,0.0,13.866,2023,final
1.0,yushan ou,CHN,5.8,8.066,0.1,13.766,2023,qual
1.0,yushan ou,CHN,5.8,7.966,0.2,13.566,2023,AAfinal
19.0,areti pagoni,GRE,3.5,7.3,0.6,10.2,2022,qual
18.0,areti pagoni,GRE,3.8,5.7,0.4,9.1,2022,qual
119.0,areti paraskevi pagoni,GRE,4.3,7.433,0.1,11.633,2022,qual
103.0,areti paraskevi pagoni,GRE,4.3,6.4,0.0,10.7,2022,qual
23.0,areti paraskevi pagoni,GRE,4.3,7.466,0.3,11.466,2023,qual
71.0,areti paraskevi pagoni,GRE,4.3,7.4,0.0,11.7,2023,qual
122.0,mariana parente,POR,4.3,7.366,0.1,11.566,2022,qual
68.0,mariana parente,POR,4.3,7.4,0.0,11.7,2022,qual
113.0,mariana parente,POR,4.3,7.466,0.0,11.766,2023,qual
20.0,mariana parente,POR,4.3,7.533,0.0,11.833,2023,qual
108.0,mariana parente,POR,4.3,6.566,0.3,10.566,2023,qual
43.0,ruby pass,AUS,5.1,7.733,0.1,12.733,2023,qual
4.0,ruby pass,AUS,5.0,7.766,0.3,12.466,2023,final
2.0,ruby pass,AUS,5.0,7.9,0.0,12.9,2023,qual
5.0,ruby pass,AUS,5.0,7.433,0.0,12.433,2023,final
6.0,ruby pass,AUS,4.8,7.466,0.0,12.266,2023,qual
55.0,tonya paulsson,SWE,4.6,8.0,0.0,12.6,2022,qual
92.0,tonya paulsson,SWE,4.0,7.133,0.0,11.133,2022,qual
53.0,tonya paulsson,SWE,4.5,8.1,0.0,12.6,2023,qual
17.0,tonya paulsson,SWE,4.8,7.833,0.4,12.233,2023,qual
18.0,tonya paulsson,SWE,4.4,7.866,0.1,12.166,2023,AAfinal
82.0,tonya paulsson,SWE,4.3,7.7,0.6,11.4,2023,qual
39.0,denelle pedrick,CAN,5.2,7.7,0.0,12.9,2022,qual
2.0,denelle pedrick,CAN,5.0,7.9,0.0,12.9,2023,qual
2.0,denelle pedrick,CAN,5.2,8.1,0.0,13.3,2023,final
42.0,carolyne pedro,BRA,5.1,7.733,0.0,12.833,2022,qual
23.0,carolyne pedro,BRA,4.9,7.1,0.0,12.0,2023,qual
16.0,carolyne pedro,BRA,5.0,7.3,0.0,12.3,2023,qual
36.0,leasha pengkerego ravenscroft,GBR,4.7,6.75,0.0,11.45,2022,qual
15.0,leasha pengkerego ravenscroft,GBR,4.9,6.85,0.0,11.75,2023,qual
107.0,alais perea,ECU,4.3,7.5,0.0,11.8,2022,qual
122.0,alais perea,ECU,4.2,7.433,0.0,11.633,2023,qual
18.0,alais perea,ECU,4.3,7.333,0.0,11.633,2023,AAfinal
30.0,alais perea,ECU,4.3,7.233,0.0,11.533,2023,qual
17.0,isuamy perera,CUB,4.5,6.95,0.6,10.85,2023,AAfinal
30.0,isuamy perera,CUB,4.4,6.65,0.3,10.75,2023,qual
80.0,ana perez,ESP,5.1,7.233,0.0,12.333,2023,qual
40.0,ana perez,ESP,4.8,7.366,0.0,12.166,2023,qual
46.0,mia perryment,GBR,4.2,7.0,0.3,10.9,2022,qual
29.0,mia perryment,GBR,4.1,7.2,0.1,11.2,2023,qual
118.0,klara peterkova,CZE,4.5,7.366,0.2,11.666,2022,qual
46.0,klara peterkova,CZE,4.5,7.6,0.0,12.1,2022,qual
32.0,klara peterkova,CZE,4.8,6.233,0.1,10.933,2023,qual
139.0,freja petersen,DEN,4.3,6.133,0.3,10.133,2022,qual
64.0,freja petersen,DEN,4.3,7.433,0.0,11.733,2022,qual
1.0,alba petisco,ESP,5.3,7.866,0.0,13.166,2022,qual
1.0,alba petisco,ESP,5.3,7.6,0.0,12.9,2022,final
14.0,alba petisco,ESP,5.2,7.733,0.0,12.933,2022,qual
13.0,alba petisco,ESP,5.2,7.733,0.0,12.933,2022,TeamFinal
24.0,alba petisco,ESP,5.3,7.8,0.0,13.1,2023,qual
11.0,alba petisco,ESP,5.2,7.3,0.0,12.5,2023,AAfinal
18.0,alba petisco,ESP,5.2,7.533,0.0,12.733,2023,qual
8.0,alba petisco,ESP,5.0,7.567,0.0,12.567,2023,qual
3.0,alba petisco,ESP,5.2,7.967,0.0,13.167,2023,final
23.0,nhu phuong pham,VIE,4.2,6.7,0.0,10.9,2022,qual
25.0,nhu phuong pham,VIE,4.2,7.433,0.0,11.633,2023,qual
17.0,brooke pierson,USA,4.9,7.4,0.0,12.3,2022,AAfinal
23.0,brooke pierson,USA,5.0,6.6,0.0,11.6,2023,AAfinal
18.0,brooke pierson,USA,5.0,7.05,0.0,12.05,2023,AAfinal
132.0,anya pilgrim,BAR,4.3,7.1,0.0,11.4,2023,qual
19.0,anya pilgrim,BAR,4.5,7.133,0.0,11.633,2023,AAfinal
34.0,anya pilgrim,BAR,4.5,6.866,0.1,11.266,2023,qual
12.0,michelle pineda,USA,5.1,7.55,0.0,12.65,2023,AAfinal
10.0,michelle pineda,USA,5.0,7.85,0.0,12.85,2023,AAfinal
135.0,makarena pinto adasme,CHI,4.7,6.5,0.0,11.2,2023,qual
17.0,makarena pinto adasme,CHI,4.8,7.133,0.1,11.833,2023,AAfinal
17.0,makarena pinto adasme,CHI,4.8,7.233,0.0,12.033,2023,qual
76.0,erika pinxten,BEL,4.9,7.733,0.3,12.333,2023,qual
26.0,erika pinxten,BEL,4.5,7.45,0.1,11.85,2023,qual
29.0,zi xuan shandy poh,SGP,4.1,7.1,0.1,11.1,2023,qual
13.0,zi xuan shandy poh,SGP,4.2,7.066,0.0,11.266,2023,AAfinal
14.0,vera van pol,NED,4.7,7.8,0.3,12.2,2022,qual
48.0,dominika ponizilova,CZE,4.3,7.766,0.0,12.066,2022,qual
105.0,dominika ponizilova,CZE,4.4,7.466,0.0,11.866,2023,qual
13.0,dominika ponizilova,CZE,4.5,7.666,0.0,12.166,2023,qual
15.0,dominika ponizilova,CZE,4.3,7.766,0.0,12.066,2023,qual
10.0,dominika ponizilova,CZE,4.3,7.7,0.0,12.0,2023,AAfinal
29.0,kacey pratley,GBR,4.3,7.35,0.0,11.65,2022,qual
14.0,kacey pratley,GBR,4.2,7.55,0.0,11.75,2023,qual
50.0,andreea preda,ROU,4.8,7.866,0.0,12.666,2022,qual
2.0,andreea preda,ROU,5.0,7.9,0.0,12.9,2022,qual
2.0,andreea preda,ROU,5.0,7.65,0.0,12.65,2022,final
22.0,andreea preda,ROU,5.0,7.733,0.0,12.733,2022,qual
82.0,andreea preda,ROU,5.1,7.3,0.1,12.3,2023,qual
80.0,andreea preda,ROU,4.7,6.8,0.0,11.5,2023,qual
9.0,qiyuan qiu,CHN,5.1,8.066,0.0,13.166,2023,AAfinal
36.0,qiyuan qiu,CHN,5.1,7.733,0.0,12.833,2023,qual
80.0,lea marie quaas,GER,4.6,7.733,0.1,12.233,2022,qual
18.0,lea marie quaas,GER,4.8,7.333,0.6,11.533,2022,qual
14.0,lea marie quaas,GER,4.4,6.8,0.3,10.9,2022,qual
47.0,lea marie quaas,GER,4.9,7.8,0.0,12.7,2023,qual
12.0,lea marie quaas,GER,4.8,7.466,0.6,11.666,2023,qual
45.0,lea marie quaas,GER,4.9,7.3,0.1,12.1,2023,qual
5.0,clara raposo,CAN,4.4,8.2,0.0,12.6,2023,qual
4.0,clara raposo,CAN,4.4,8.266,0.0,12.666,2023,final
58.0,camille rasmussen,DEN,4.8,7.8,0.0,12.6,2022,qual
33.0,camille rasmussen,DEN,4.8,7.733,0.0,12.533,2022,qual
141.0,camille rasmussen,DEN,4.6,6.366,0.0,10.966,2023,qual
59.0,camille rasmussen,DEN,4.7,7.2,0.0,11.9,2023,qual
110.0,valerija ratobilska,LAT,4.4,7.4,0.0,11.8,2023,qual
24.0,valerija ratobilska,LAT,4.4,7.233,0.0,11.633,2023,qual
23.0,valerija ratobilska,LAT,4.4,6.866,0.0,11.266,2023,qual
22.0,valerija ratobilska,LAT,4.2,7.333,0.0,11.533,2023,qual
24.0,valerija ratobilska,LAT,4.3,5.6,0.0,9.9,2023,qual
57.0,valerija ratobilska,LAT,4.6,7.333,0.0,11.933,2023,qual
60.0,paula raya,ESP,4.8,7.766,0.0,12.566,2022,qual
40.0,lihie raz,ISR,5.0,7.833,0.0,12.833,2022,qual
19.0,lihie raz,ISR,5.0,6.433,0.0,11.433,2022,qual
28.0,lihie raz,ISR,5.2,7.5,0.1,12.6,2022,qual
13.0,lihie raz,ISR,5.3,7.1,0.1,12.3,2022,qual
59.0,lihie raz,ISR,5.0,7.533,0.0,12.533,2023,qual
12.0,lihie raz,ISR,4.7,7.5,0.0,12.2,2023,qual
46.0,lihie raz,ISR,5.0,7.2,0.1,12.1,2023,qual
7.0,lihie raz,ISR,5.0,7.6,0.0,12.6,2023,qual
6.0,lihie raz,ISR,5.0,7.767,0.0,12.767,2023,final
11.0,joscelyn roberson,USA,5.3,7.35,0.0,12.65,2022,AAfinal
10.0,joscelyn roberson,USA,6.2,7.433,0.0,13.633,2023,qual
1.0,joscelyn roberson,USA,5.9,7.8,0.0,13.7,2023,final
1.0,joscelyn roberson,USA,6.1,7.966,0.0,14.066,2023,qual
2.0,joscelyn roberson,USA,6.4,7.6,0.0,14.0,2023,AAfinal
2.0,joscelyn roberson,USA,6.0,7.55,0.0,13.55,2023,AAfinal
2.0,joscelyn roberson,USA,5.6,7.7,0.0,13.3,2023,final
1.0,joscelyn roberson,USA,6.2,7.95,0.0,14.15,2023,qual
33.0,ella robinson,GBR,4.3,7.3,0.0,11.6,2022,qual
30.0,ella robinson,GBR,4.1,7.15,0.1,11.15,2023,qual
18.0,rachel rodriguez,CRC,4.4,6.65,0.3,10.75,2023,AAfinal
18.0,rachel rodriguez,CRC,4.4,7.2,0.0,11.6,2023,qual
142.0,marie roenbeck,NOR,4.5,6.833,0.4,10.933,2023,qual
14.0,marie roenbeck,NOR,4.8,7.3,0.1,12.0,2023,qual
97.0,marie roenbeck,NOR,4.5,6.8,0.2,11.1,2023,qual
5.0,marie roenbeck,NOR,4.9,7.433,0.1,12.233,2023,final
8.0,marie roenbeck,NOR,4.8,7.266,0.0,12.066,2023,qual
12.0,keira rolston-larking,NZL,4.4,6.733,0.0,11.133,2022,qual
8.0,keira rolston-larking,NZL,4.4,7.4,0.0,11.8,2022,qual
83.0,caitlin rooskrantz,RSA,4.6,7.6,0.0,12.2,2022,qual
17.0,caitlin rooskrantz,RSA,4.4,6.266,0.0,10.666,2022,qual
14.0,caitlin rooskrantz,RSA,4.7,7.55,0.0,12.25,2022,qual
70.0,caitlin rooskrantz,RSA,4.8,7.633,0.0,12.433,2023,qual
6.0,caitlin rooskrantz,RSA,4.9,7.6,0.0,12.5,2022,AAfinal
12.0,caitlin rooskrantz,RSA,4.9,7.7,0.1,12.5,2022,qual
34.0,abigail roper,GBR,4.4,7.2,0.0,11.6,2022,qual
19.0,abigail roper,GBR,4.5,7.05,0.0,11.55,2023,qual
13.0,emily roper,GBR,4.9,7.45,0.0,12.35,2022,qual
9.0,emily roper,GBR,4.9,7.5,0.1,12.3,2023,qual
6.0,katelyn rosen,USA,5.2,7.8,0.0,13.0,2022,AAfinal
11.0,katelyn rosen,USA,5.4,7.6,0.3,12.7,2023,AAfinal
9.0,emma ross,AUS,5.0,7.533,0.4,12.133,2023,qual
3.0,emma ross,AUS,5.0,7.666,0.1,12.566,2023,final
2.0,emma ross,AUS,4.9,7.9,0.1,12.7,2023,qual
10.0,paola ruano,ESA,3.8,7.6,0.0,11.4,2023,AAfinal
20.0,paola ruano,ESA,3.8,7.65,0.0,11.45,2023,qual
12.0,nina sabic,SRB,4.0,7.3,0.0,11.3,2022,qual
110.0,nina sabic,SRB,4.2,6.333,0.0,10.533,2023,qual
21.0,ilayda sahin,TUR,4.0,7.666,0.0,11.666,2023,qual
16.0,ilayda sahin,TUR,4.0,7.633,0.1,11.533,2023,AAfinal
31.0,ayaka sakaguchi,JPN,5.2,7.966,0.1,13.066,2022,qual
5.0,ayaka sakaguchi,JPN,4.8,7.633,0.0,12.433,2023,final
3.0,ayaka sakaguchi,JPN,5.2,7.733,0.2,12.733,2023,qual
2.0,ayaka sakaguchi,JPN,5.2,8.133,0.0,13.332999999999998,2023,final
3.0,ayaka sakaguchi,JPN,5.2,8.066,0.0,13.266000000000002,2023,qual
2.0,ayaka sakaguchi,JPN,5.0,8.066,0.0,13.066,2023,AAfinal
136.0,lahna salem,ALG,4.2,6.533,0.0,10.733,2022,qual
14.0,lahna salem,ALG,4.2,7.0,0.1,11.1,2022,qual
150.0,lahna salem,ALG,4.1,6.133,0.4,9.833,2023,qual
4.0,deborah salmina,VEN,4.7,7.7,0.0,12.4,2023,AAfinal
6.0,deborah salmina,VEN,4.7,7.6,0.1,12.2,2023,final
5.0,deborah salmina,VEN,4.6,8.05,0.0,12.65,2023,qual
21.0,deborah salmina,VEN,4.5,6.966,0.0,11.466,2023,AAfinal
26.0,deborah salmina,VEN,4.5,7.233,0.0,11.733,2023,qual
94.0,ahtziri sandoval,MEX,4.3,7.733,0.0,12.033,2022,qual
106.0,ahtziri sandoval,MEX,4.6,7.266,0.0,11.866,2023,qual
8.0,ahtziri sandoval,MEX,4.5,7.75,0.0,12.25,2023,qual
15.0,ahtziri sandoval,MEX,4.7,7.233,0.0,11.933,2023,AAfinal
22.0,ahtziri sandoval,MEX,4.7,7.2,0.0,11.9,2023,qual
10.0,göksu üctas sanli,TUR,4.8,7.866,0.3,12.366,2022,qual
1.0,flavia saraiva,BRA,5.8,8.4,0.0,14.2,2022,qual
22.0,flavia saraiva,BRA,5.2,7.0,0.0,12.2,2023,AAfinal
3.0,flavia saraiva,BRA,5.7,8.266,0.0,13.966,2023,final
4.0,flavia saraiva,BRA,5.7,8.133,0.0,13.833,2023,qual
6.0,flavia saraiva,BRA,5.2,7.8,0.1,12.9,2023,AAfinal
2.0,flavia saraiva,BRA,5.5,8.233,0.0,13.733,2023,final
3.0,flavia saraiva,BRA,5.4,8.1,0.1,13.4,2023,qual
112.0,diana savelieva,UKR,4.2,7.533,0.0,11.733,2022,qual
72.0,diana savelieva,UKR,4.5,7.166,0.0,11.666,2022,qual
76.0,diana savelieva,UKR,4.5,7.133,0.0,11.633,2023,qual
20.0,kate sayer,AUS,4.9,7.25,0.0,12.15,2023,qual
18.0,pauline schaefer betz,GER,4.6,8.166,0.0,12.766,2022,qual
18.0,pauline schaefer betz,GER,4.6,7.833,0.0,12.433,2022,TeamFinal
24.0,pauline schaefer betz,GER,4.1,6.9,0.3,10.7,2023,AAfinal
41.0,pauline schaefer betz,GER,4.6,8.133,0.0,12.733,2023,qual
8.0,bianka schermann,HUN,5.0,7.6,0.1,12.5,2022,qual
7.0,bianka schermann,HUN,4.5,7.433,0.3,11.633,2022,final
18.0,bianka schermann,HUN,4.4,5.9,0.0,10.3,2022,qual
6.0,bianka schermann,HUN,5.1,7.166,0.3,11.966,2022,qual
5.0,bianka schermann,HUN,5.1,7.166,0.1,12.166,2022,final
25.0,bianka schermann,HUN,4.5,6.6,0.3,10.8,2022,qual
21.0,karina schoenmaier,GER,4.7,7.866,0.0,12.566,2022,AAfinal
56.0,karina schoenmaier,GER,4.7,7.9,0.0,12.6,2022,qual
84.0,karina schoenmaier,GER,4.6,7.666,0.0,12.266,2023,qual
92.0,breanna scott,AUS,4.9,7.566,0.4,12.066,2022,qual
51.0,breanna scott,AUS,5.0,7.633,0.0,12.633,2023,qual
26.0,breanna scott,AUS,5.1,6.7,0.3,11.5,2023,qual
